ID,NLP methods
14890,"Encoder-decoder models (seq2seq, vanilla transformers)"
14895,"Encoder-decoder models (seq2seq, vanilla transformers)"
14896,"Encoder-decoder models (seq2seq, vanilla transformers)"
14929,"Encoder-decoder models (seq2seq, vanilla transformers)"
14959,"Encoder-decoder models (seq2seq, vanilla transformers)"
14962,"Encoder-decoder models (seq2seq, vanilla transformers)"
14965,"Encoder-decoder models (seq2seq, vanilla transformers)"
14977,"Encoder-decoder models (seq2seq, vanilla transformers)"
14981,"Encoder-decoder models (seq2seq, vanilla transformers)"
15009,"Encoder-decoder models (seq2seq, vanilla transformers)"
15017,"Encoder-decoder models (seq2seq, vanilla transformers)"
15055,"Encoder-decoder models (seq2seq, vanilla transformers)"
15087,"Encoder-decoder models (seq2seq, vanilla transformers)"
15092,"Encoder-decoder models (seq2seq, vanilla transformers)"
15122,"Encoder-decoder models (seq2seq, vanilla transformers)"
15128,"Encoder-decoder models (seq2seq, vanilla transformers)"
15132,"Encoder-decoder models (seq2seq, vanilla transformers)"
15149,"Encoder-decoder models (seq2seq, vanilla transformers)"
15176,"Encoder-decoder models (seq2seq, vanilla transformers)"
15185,"Encoder-decoder models (seq2seq, vanilla transformers)"
15204,"Encoder-decoder models (seq2seq, vanilla transformers)"
15205,"Encoder-decoder models (seq2seq, vanilla transformers)"
15222,"Encoder-decoder models (seq2seq, vanilla transformers)"
15226,"Encoder-decoder models (seq2seq, vanilla transformers)"
15245,"Encoder-decoder models (seq2seq, vanilla transformers)"
15260,"Encoder-decoder models (seq2seq, vanilla transformers)"
15285,"Encoder-decoder models (seq2seq, vanilla transformers)"
15286,"Encoder-decoder models (seq2seq, vanilla transformers)"
15294,"Encoder-decoder models (seq2seq, vanilla transformers)"
15318,"Encoder-decoder models (seq2seq, vanilla transformers)"
15320,"Encoder-decoder models (seq2seq, vanilla transformers)"
15357,"Encoder-decoder models (seq2seq, vanilla transformers)"
15362,"Encoder-decoder models (seq2seq, vanilla transformers)"
15379,"Encoder-decoder models (seq2seq, vanilla transformers)"
15380,"Encoder-decoder models (seq2seq, vanilla transformers)"
15404,"Encoder-decoder models (seq2seq, vanilla transformers)"
15414,"Encoder-decoder models (seq2seq, vanilla transformers)"
15441,"Encoder-decoder models (seq2seq, vanilla transformers)"
15452,"Encoder-decoder models (seq2seq, vanilla transformers)"
15458,"Encoder-decoder models (seq2seq, vanilla transformers)"
15459,"Encoder-decoder models (seq2seq, vanilla transformers)"
15472,"Encoder-decoder models (seq2seq, vanilla transformers)"
15473,"Encoder-decoder models (seq2seq, vanilla transformers)"
15476,"Encoder-decoder models (seq2seq, vanilla transformers)"
15482,"Encoder-decoder models (seq2seq, vanilla transformers)"
15484,"Encoder-decoder models (seq2seq, vanilla transformers)"
15567,"Encoder-decoder models (seq2seq, vanilla transformers)"
15579,"Encoder-decoder models (seq2seq, vanilla transformers)"
15580,"Encoder-decoder models (seq2seq, vanilla transformers)"
15593,"Encoder-decoder models (seq2seq, vanilla transformers)"
15597,"Encoder-decoder models (seq2seq, vanilla transformers)"
15605,"Encoder-decoder models (seq2seq, vanilla transformers)"
15606,"Encoder-decoder models (seq2seq, vanilla transformers)"
15613,"Encoder-decoder models (seq2seq, vanilla transformers)"
15646,"Encoder-decoder models (seq2seq, vanilla transformers)"
15652,"Encoder-decoder models (seq2seq, vanilla transformers)"
15656,"Encoder-decoder models (seq2seq, vanilla transformers)"
15686,"Encoder-decoder models (seq2seq, vanilla transformers)"
15726,"Encoder-decoder models (seq2seq, vanilla transformers)"
15739,"Encoder-decoder models (seq2seq, vanilla transformers)"
15750,"Encoder-decoder models (seq2seq, vanilla transformers)"
15754,"Encoder-decoder models (seq2seq, vanilla transformers)"
15762,"Encoder-decoder models (seq2seq, vanilla transformers)"
15829,"Encoder-decoder models (seq2seq, vanilla transformers)"
15839,"Encoder-decoder models (seq2seq, vanilla transformers)"
15859,"Encoder-decoder models (seq2seq, vanilla transformers)"
15866,"Encoder-decoder models (seq2seq, vanilla transformers)"
15967,"Encoder-decoder models (seq2seq, vanilla transformers)"
15989,"Encoder-decoder models (seq2seq, vanilla transformers)"
15998,"Encoder-decoder models (seq2seq, vanilla transformers)"
16043,"Encoder-decoder models (seq2seq, vanilla transformers)"
16056,"Encoder-decoder models (seq2seq, vanilla transformers)"
16093,"Encoder-decoder models (seq2seq, vanilla transformers)"
16117,"Encoder-decoder models (seq2seq, vanilla transformers)"
16134,"Encoder-decoder models (seq2seq, vanilla transformers)"
16135,"Encoder-decoder models (seq2seq, vanilla transformers)"
16142,"Encoder-decoder models (seq2seq, vanilla transformers)"
16148,"Encoder-decoder models (seq2seq, vanilla transformers)"
16181,"Encoder-decoder models (seq2seq, vanilla transformers)"
16186,"Encoder-decoder models (seq2seq, vanilla transformers)"
16226,"Encoder-decoder models (seq2seq, vanilla transformers)"
16227,"Encoder-decoder models (seq2seq, vanilla transformers)"
16236,"Encoder-decoder models (seq2seq, vanilla transformers)"
16269,"Encoder-decoder models (seq2seq, vanilla transformers)"
16283,"Encoder-decoder models (seq2seq, vanilla transformers)"
16289,"Encoder-decoder models (seq2seq, vanilla transformers)"
16323,"Encoder-decoder models (seq2seq, vanilla transformers)"
16346,"Encoder-decoder models (seq2seq, vanilla transformers)"
16377,"Encoder-decoder models (seq2seq, vanilla transformers)"
16386,"Encoder-decoder models (seq2seq, vanilla transformers)"
16398,"Encoder-decoder models (seq2seq, vanilla transformers)"
16400,"Encoder-decoder models (seq2seq, vanilla transformers)"
16401,"Encoder-decoder models (seq2seq, vanilla transformers)"
16411,"Encoder-decoder models (seq2seq, vanilla transformers)"
16413,"Encoder-decoder models (seq2seq, vanilla transformers)"
16423,"Encoder-decoder models (seq2seq, vanilla transformers)"
16428,"Encoder-decoder models (seq2seq, vanilla transformers)"
16431,"Encoder-decoder models (seq2seq, vanilla transformers)"
16438,"Encoder-decoder models (seq2seq, vanilla transformers)"
16450,"Encoder-decoder models (seq2seq, vanilla transformers)"
16474,"Encoder-decoder models (seq2seq, vanilla transformers)"
16525,"Encoder-decoder models (seq2seq, vanilla transformers)"
16533,"Encoder-decoder models (seq2seq, vanilla transformers)"
16551,"Encoder-decoder models (seq2seq, vanilla transformers)"
16571,"Encoder-decoder models (seq2seq, vanilla transformers)"
16577,"Encoder-decoder models (seq2seq, vanilla transformers)"
16582,"Encoder-decoder models (seq2seq, vanilla transformers)"
16615,"Encoder-decoder models (seq2seq, vanilla transformers)"
16642,"Encoder-decoder models (seq2seq, vanilla transformers)"
16659,"Encoder-decoder models (seq2seq, vanilla transformers)"
16665,"Encoder-decoder models (seq2seq, vanilla transformers)"
16699,"Encoder-decoder models (seq2seq, vanilla transformers)"
16702,"Encoder-decoder models (seq2seq, vanilla transformers)"
16708,"Encoder-decoder models (seq2seq, vanilla transformers)"
16730,"Encoder-decoder models (seq2seq, vanilla transformers)"
16765,"Encoder-decoder models (seq2seq, vanilla transformers)"
16774,"Encoder-decoder models (seq2seq, vanilla transformers)"
16788,"Encoder-decoder models (seq2seq, vanilla transformers)"
16795,"Encoder-decoder models (seq2seq, vanilla transformers)"
16796,"Encoder-decoder models (seq2seq, vanilla transformers)"
16807,"Encoder-decoder models (seq2seq, vanilla transformers)"
16816,"Encoder-decoder models (seq2seq, vanilla transformers)"
16830,"Encoder-decoder models (seq2seq, vanilla transformers)"
16864,"Encoder-decoder models (seq2seq, vanilla transformers)"
16872,"Encoder-decoder models (seq2seq, vanilla transformers)"
16874,"Encoder-decoder models (seq2seq, vanilla transformers)"
16879,"Encoder-decoder models (seq2seq, vanilla transformers)"
16881,"Encoder-decoder models (seq2seq, vanilla transformers)"
16882,"Encoder-decoder models (seq2seq, vanilla transformers)"
16886,"Encoder-decoder models (seq2seq, vanilla transformers)"
16903,"Encoder-decoder models (seq2seq, vanilla transformers)"
16906,"Encoder-decoder models (seq2seq, vanilla transformers)"
16907,"Encoder-decoder models (seq2seq, vanilla transformers)"
16909,"Encoder-decoder models (seq2seq, vanilla transformers)"
16953,"Encoder-decoder models (seq2seq, vanilla transformers)"
16960,"Encoder-decoder models (seq2seq, vanilla transformers)"
16975,"Encoder-decoder models (seq2seq, vanilla transformers)"
16981,"Encoder-decoder models (seq2seq, vanilla transformers)"
17007,"Encoder-decoder models (seq2seq, vanilla transformers)"
17051,"Encoder-decoder models (seq2seq, vanilla transformers)"
17061,"Encoder-decoder models (seq2seq, vanilla transformers)"
17065,"Encoder-decoder models (seq2seq, vanilla transformers)"
17066,"Encoder-decoder models (seq2seq, vanilla transformers)"
17105,"Encoder-decoder models (seq2seq, vanilla transformers)"
17110,"Encoder-decoder models (seq2seq, vanilla transformers)"
17154,"Encoder-decoder models (seq2seq, vanilla transformers)"
17163,"Encoder-decoder models (seq2seq, vanilla transformers)"
17168,"Encoder-decoder models (seq2seq, vanilla transformers)"
17176,"Encoder-decoder models (seq2seq, vanilla transformers)"
17186,"Encoder-decoder models (seq2seq, vanilla transformers)"
17190,"Encoder-decoder models (seq2seq, vanilla transformers)"
17197,"Encoder-decoder models (seq2seq, vanilla transformers)"
17210,"Encoder-decoder models (seq2seq, vanilla transformers)"
17227,"Encoder-decoder models (seq2seq, vanilla transformers)"
17238,"Encoder-decoder models (seq2seq, vanilla transformers)"
17250,"Encoder-decoder models (seq2seq, vanilla transformers)"
17254,"Encoder-decoder models (seq2seq, vanilla transformers)"
17256,"Encoder-decoder models (seq2seq, vanilla transformers)"
17310,"Encoder-decoder models (seq2seq, vanilla transformers)"
17314,"Encoder-decoder models (seq2seq, vanilla transformers)"
17319,"Encoder-decoder models (seq2seq, vanilla transformers)"
17340,"Encoder-decoder models (seq2seq, vanilla transformers)"
17343,"Encoder-decoder models (seq2seq, vanilla transformers)"
17353,"Encoder-decoder models (seq2seq, vanilla transformers)"
17356,"Encoder-decoder models (seq2seq, vanilla transformers)"
17367,"Encoder-decoder models (seq2seq, vanilla transformers)"
17375,"Encoder-decoder models (seq2seq, vanilla transformers)"
17377,"Encoder-decoder models (seq2seq, vanilla transformers)"
17398,"Encoder-decoder models (seq2seq, vanilla transformers)"
17404,"Encoder-decoder models (seq2seq, vanilla transformers)"
17454,"Encoder-decoder models (seq2seq, vanilla transformers)"
17455,"Encoder-decoder models (seq2seq, vanilla transformers)"
17465,"Encoder-decoder models (seq2seq, vanilla transformers)"
17493,"Encoder-decoder models (seq2seq, vanilla transformers)"
17510,"Encoder-decoder models (seq2seq, vanilla transformers)"
17519,"Encoder-decoder models (seq2seq, vanilla transformers)"
17522,"Encoder-decoder models (seq2seq, vanilla transformers)"
17529,"Encoder-decoder models (seq2seq, vanilla transformers)"
17537,"Encoder-decoder models (seq2seq, vanilla transformers)"
17548,"Encoder-decoder models (seq2seq, vanilla transformers)"
17558,"Encoder-decoder models (seq2seq, vanilla transformers)"
17559,"Encoder-decoder models (seq2seq, vanilla transformers)"
17565,"Encoder-decoder models (seq2seq, vanilla transformers)"
17567,"Encoder-decoder models (seq2seq, vanilla transformers)"
17568,"Encoder-decoder models (seq2seq, vanilla transformers)"
17572,"Encoder-decoder models (seq2seq, vanilla transformers)"
17579,"Encoder-decoder models (seq2seq, vanilla transformers)"
17589,"Encoder-decoder models (seq2seq, vanilla transformers)"
17629,"Encoder-decoder models (seq2seq, vanilla transformers)"
17631,"Encoder-decoder models (seq2seq, vanilla transformers)"
17642,"Encoder-decoder models (seq2seq, vanilla transformers)"
17644,"Encoder-decoder models (seq2seq, vanilla transformers)"
17647,"Encoder-decoder models (seq2seq, vanilla transformers)"
17654,"Encoder-decoder models (seq2seq, vanilla transformers)"
17659,"Encoder-decoder models (seq2seq, vanilla transformers)"
17664,"Encoder-decoder models (seq2seq, vanilla transformers)"
17665,"Encoder-decoder models (seq2seq, vanilla transformers)"
17666,"Encoder-decoder models (seq2seq, vanilla transformers)"
17711,"Encoder-decoder models (seq2seq, vanilla transformers)"
17714,"Encoder-decoder models (seq2seq, vanilla transformers)"
17721,"Encoder-decoder models (seq2seq, vanilla transformers)"
17739,"Encoder-decoder models (seq2seq, vanilla transformers)"
17744,"Encoder-decoder models (seq2seq, vanilla transformers)"
17780,"Encoder-decoder models (seq2seq, vanilla transformers)"
17815,"Encoder-decoder models (seq2seq, vanilla transformers)"
17833,"Encoder-decoder models (seq2seq, vanilla transformers)"
17858,"Encoder-decoder models (seq2seq, vanilla transformers)"
17917,"Encoder-decoder models (seq2seq, vanilla transformers)"
17920,"Encoder-decoder models (seq2seq, vanilla transformers)"
17943,"Encoder-decoder models (seq2seq, vanilla transformers)"
17951,"Encoder-decoder models (seq2seq, vanilla transformers)"
17960,"Encoder-decoder models (seq2seq, vanilla transformers)"
17965,"Encoder-decoder models (seq2seq, vanilla transformers)"
17981,"Encoder-decoder models (seq2seq, vanilla transformers)"
17984,"Encoder-decoder models (seq2seq, vanilla transformers)"
17996,"Encoder-decoder models (seq2seq, vanilla transformers)"
18007,"Encoder-decoder models (seq2seq, vanilla transformers)"
18018,"Encoder-decoder models (seq2seq, vanilla transformers)"
18025,"Encoder-decoder models (seq2seq, vanilla transformers)"
18044,"Encoder-decoder models (seq2seq, vanilla transformers)"
18077,"Encoder-decoder models (seq2seq, vanilla transformers)"
18084,"Encoder-decoder models (seq2seq, vanilla transformers)"
18085,"Encoder-decoder models (seq2seq, vanilla transformers)"
18086,"Encoder-decoder models (seq2seq, vanilla transformers)"
18100,"Encoder-decoder models (seq2seq, vanilla transformers)"
18144,"Encoder-decoder models (seq2seq, vanilla transformers)"
18159,"Encoder-decoder models (seq2seq, vanilla transformers)"
18174,"Encoder-decoder models (seq2seq, vanilla transformers)"
18196,"Encoder-decoder models (seq2seq, vanilla transformers)"
18205,"Encoder-decoder models (seq2seq, vanilla transformers)"
18217,"Encoder-decoder models (seq2seq, vanilla transformers)"
18222,"Encoder-decoder models (seq2seq, vanilla transformers)"
18244,"Encoder-decoder models (seq2seq, vanilla transformers)"
18250,"Encoder-decoder models (seq2seq, vanilla transformers)"
18259,"Encoder-decoder models (seq2seq, vanilla transformers)"
18265,"Encoder-decoder models (seq2seq, vanilla transformers)"
18269,"Encoder-decoder models (seq2seq, vanilla transformers)"
18271,"Encoder-decoder models (seq2seq, vanilla transformers)"
18304,"Encoder-decoder models (seq2seq, vanilla transformers)"
18312,"Encoder-decoder models (seq2seq, vanilla transformers)"
18316,"Encoder-decoder models (seq2seq, vanilla transformers)"
18352,"Encoder-decoder models (seq2seq, vanilla transformers)"
18354,"Encoder-decoder models (seq2seq, vanilla transformers)"
18356,"Encoder-decoder models (seq2seq, vanilla transformers)"
18357,"Encoder-decoder models (seq2seq, vanilla transformers)"
18367,"Encoder-decoder models (seq2seq, vanilla transformers)"
18383,"Encoder-decoder models (seq2seq, vanilla transformers)"
18384,"Encoder-decoder models (seq2seq, vanilla transformers)"
18399,"Encoder-decoder models (seq2seq, vanilla transformers)"
18413,"Encoder-decoder models (seq2seq, vanilla transformers)"
18418,"Encoder-decoder models (seq2seq, vanilla transformers)"
18428,"Encoder-decoder models (seq2seq, vanilla transformers)"
18429,"Encoder-decoder models (seq2seq, vanilla transformers)"
18433,"Encoder-decoder models (seq2seq, vanilla transformers)"
18439,"Encoder-decoder models (seq2seq, vanilla transformers)"
18445,"Encoder-decoder models (seq2seq, vanilla transformers)"
18452,"Encoder-decoder models (seq2seq, vanilla transformers)"
18453,"Encoder-decoder models (seq2seq, vanilla transformers)"
18480,"Encoder-decoder models (seq2seq, vanilla transformers)"
18495,"Encoder-decoder models (seq2seq, vanilla transformers)"
18508,"Encoder-decoder models (seq2seq, vanilla transformers)"
18517,"Encoder-decoder models (seq2seq, vanilla transformers)"
18559,"Encoder-decoder models (seq2seq, vanilla transformers)"
18569,"Encoder-decoder models (seq2seq, vanilla transformers)"
18629,"Encoder-decoder models (seq2seq, vanilla transformers)"
18630,"Encoder-decoder models (seq2seq, vanilla transformers)"
18677,"Encoder-decoder models (seq2seq, vanilla transformers)"
18709,"Encoder-decoder models (seq2seq, vanilla transformers)"
18726,"Encoder-decoder models (seq2seq, vanilla transformers)"
18729,"Encoder-decoder models (seq2seq, vanilla transformers)"
18732,"Encoder-decoder models (seq2seq, vanilla transformers)"
18735,"Encoder-decoder models (seq2seq, vanilla transformers)"
18804,"Encoder-decoder models (seq2seq, vanilla transformers)"
18806,"Encoder-decoder models (seq2seq, vanilla transformers)"
18807,"Encoder-decoder models (seq2seq, vanilla transformers)"
18811,"Encoder-decoder models (seq2seq, vanilla transformers)"
18849,"Encoder-decoder models (seq2seq, vanilla transformers)"
18854,"Encoder-decoder models (seq2seq, vanilla transformers)"
18865,"Encoder-decoder models (seq2seq, vanilla transformers)"
18871,"Encoder-decoder models (seq2seq, vanilla transformers)"
18873,"Encoder-decoder models (seq2seq, vanilla transformers)"
18879,"Encoder-decoder models (seq2seq, vanilla transformers)"
18909,"Encoder-decoder models (seq2seq, vanilla transformers)"
18917,"Encoder-decoder models (seq2seq, vanilla transformers)"
18923,"Encoder-decoder models (seq2seq, vanilla transformers)"
18925,"Encoder-decoder models (seq2seq, vanilla transformers)"
18933,"Encoder-decoder models (seq2seq, vanilla transformers)"
18941,"Encoder-decoder models (seq2seq, vanilla transformers)"
18961,"Encoder-decoder models (seq2seq, vanilla transformers)"
18980,"Encoder-decoder models (seq2seq, vanilla transformers)"
18996,"Encoder-decoder models (seq2seq, vanilla transformers)"
19003,"Encoder-decoder models (seq2seq, vanilla transformers)"
19005,"Encoder-decoder models (seq2seq, vanilla transformers)"
19006,"Encoder-decoder models (seq2seq, vanilla transformers)"
19015,"Encoder-decoder models (seq2seq, vanilla transformers)"
19024,"Encoder-decoder models (seq2seq, vanilla transformers)"
19034,"Encoder-decoder models (seq2seq, vanilla transformers)"
19036,"Encoder-decoder models (seq2seq, vanilla transformers)"
19045,"Encoder-decoder models (seq2seq, vanilla transformers)"
19046,"Encoder-decoder models (seq2seq, vanilla transformers)"
19062,"Encoder-decoder models (seq2seq, vanilla transformers)"
19072,"Encoder-decoder models (seq2seq, vanilla transformers)"
19092,"Encoder-decoder models (seq2seq, vanilla transformers)"
19113,"Encoder-decoder models (seq2seq, vanilla transformers)"
19116,"Encoder-decoder models (seq2seq, vanilla transformers)"
19134,"Encoder-decoder models (seq2seq, vanilla transformers)"
19176,"Encoder-decoder models (seq2seq, vanilla transformers)"
19185,"Encoder-decoder models (seq2seq, vanilla transformers)"
19191,"Encoder-decoder models (seq2seq, vanilla transformers)"
19198,"Encoder-decoder models (seq2seq, vanilla transformers)"
19202,"Encoder-decoder models (seq2seq, vanilla transformers)"
19203,"Encoder-decoder models (seq2seq, vanilla transformers)"
19209,"Encoder-decoder models (seq2seq, vanilla transformers)"
19210,"Encoder-decoder models (seq2seq, vanilla transformers)"
19214,"Encoder-decoder models (seq2seq, vanilla transformers)"
19222,"Encoder-decoder models (seq2seq, vanilla transformers)"
19227,"Encoder-decoder models (seq2seq, vanilla transformers)"
19239,"Encoder-decoder models (seq2seq, vanilla transformers)"
19254,"Encoder-decoder models (seq2seq, vanilla transformers)"
19255,"Encoder-decoder models (seq2seq, vanilla transformers)"
19266,"Encoder-decoder models (seq2seq, vanilla transformers)"
19273,"Encoder-decoder models (seq2seq, vanilla transformers)"
19276,"Encoder-decoder models (seq2seq, vanilla transformers)"
19279,"Encoder-decoder models (seq2seq, vanilla transformers)"
19314,"Encoder-decoder models (seq2seq, vanilla transformers)"
19359,"Encoder-decoder models (seq2seq, vanilla transformers)"
19403,"Encoder-decoder models (seq2seq, vanilla transformers)"
19429,"Encoder-decoder models (seq2seq, vanilla transformers)"
19446,"Encoder-decoder models (seq2seq, vanilla transformers)"
19465,"Encoder-decoder models (seq2seq, vanilla transformers)"
19474,"Encoder-decoder models (seq2seq, vanilla transformers)"
19489,"Encoder-decoder models (seq2seq, vanilla transformers)"
19493,"Encoder-decoder models (seq2seq, vanilla transformers)"
19509,"Encoder-decoder models (seq2seq, vanilla transformers)"
19512,"Encoder-decoder models (seq2seq, vanilla transformers)"
19513,"Encoder-decoder models (seq2seq, vanilla transformers)"
19518,"Encoder-decoder models (seq2seq, vanilla transformers)"
19529,"Encoder-decoder models (seq2seq, vanilla transformers)"
19532,"Encoder-decoder models (seq2seq, vanilla transformers)"
19546,"Encoder-decoder models (seq2seq, vanilla transformers)"
19548,"Encoder-decoder models (seq2seq, vanilla transformers)"
19564,"Encoder-decoder models (seq2seq, vanilla transformers)"
19579,"Encoder-decoder models (seq2seq, vanilla transformers)"
19581,"Encoder-decoder models (seq2seq, vanilla transformers)"
19603,"Encoder-decoder models (seq2seq, vanilla transformers)"
19615,"Encoder-decoder models (seq2seq, vanilla transformers)"
19630,"Encoder-decoder models (seq2seq, vanilla transformers)"
19635,"Encoder-decoder models (seq2seq, vanilla transformers)"
19641,"Encoder-decoder models (seq2seq, vanilla transformers)"
19650,"Encoder-decoder models (seq2seq, vanilla transformers)"
19658,"Encoder-decoder models (seq2seq, vanilla transformers)"
19681,"Encoder-decoder models (seq2seq, vanilla transformers)"
19685,"Encoder-decoder models (seq2seq, vanilla transformers)"
19688,"Encoder-decoder models (seq2seq, vanilla transformers)"
19706,"Encoder-decoder models (seq2seq, vanilla transformers)"
19709,"Encoder-decoder models (seq2seq, vanilla transformers)"
19710,"Encoder-decoder models (seq2seq, vanilla transformers)"
19740,"Encoder-decoder models (seq2seq, vanilla transformers)"
19781,"Encoder-decoder models (seq2seq, vanilla transformers)"
19822,"Encoder-decoder models (seq2seq, vanilla transformers)"
19857,"Encoder-decoder models (seq2seq, vanilla transformers)"
19871,"Encoder-decoder models (seq2seq, vanilla transformers)"
19875,"Encoder-decoder models (seq2seq, vanilla transformers)"
19876,"Encoder-decoder models (seq2seq, vanilla transformers)"
19882,"Encoder-decoder models (seq2seq, vanilla transformers)"
19884,"Encoder-decoder models (seq2seq, vanilla transformers)"
19885,"Encoder-decoder models (seq2seq, vanilla transformers)"
19909,"Encoder-decoder models (seq2seq, vanilla transformers)"
19912,"Encoder-decoder models (seq2seq, vanilla transformers)"
19928,"Encoder-decoder models (seq2seq, vanilla transformers)"
19934,"Encoder-decoder models (seq2seq, vanilla transformers)"
19962,"Encoder-decoder models (seq2seq, vanilla transformers)"
19972,"Encoder-decoder models (seq2seq, vanilla transformers)"
19983,"Encoder-decoder models (seq2seq, vanilla transformers)"
20000,"Encoder-decoder models (seq2seq, vanilla transformers)"
20011,"Encoder-decoder models (seq2seq, vanilla transformers)"
20022,"Encoder-decoder models (seq2seq, vanilla transformers)"
20030,"Encoder-decoder models (seq2seq, vanilla transformers)"
20038,"Encoder-decoder models (seq2seq, vanilla transformers)"
20044,"Encoder-decoder models (seq2seq, vanilla transformers)"
20049,"Encoder-decoder models (seq2seq, vanilla transformers)"
20061,"Encoder-decoder models (seq2seq, vanilla transformers)"
20071,"Encoder-decoder models (seq2seq, vanilla transformers)"
20072,"Encoder-decoder models (seq2seq, vanilla transformers)"
20148,"Encoder-decoder models (seq2seq, vanilla transformers)"
20156,"Encoder-decoder models (seq2seq, vanilla transformers)"
20168,"Encoder-decoder models (seq2seq, vanilla transformers)"
20185,"Encoder-decoder models (seq2seq, vanilla transformers)"
20237,"Encoder-decoder models (seq2seq, vanilla transformers)"
20243,"Encoder-decoder models (seq2seq, vanilla transformers)"
20252,"Encoder-decoder models (seq2seq, vanilla transformers)"
20257,"Encoder-decoder models (seq2seq, vanilla transformers)"
20284,"Encoder-decoder models (seq2seq, vanilla transformers)"
20296,"Encoder-decoder models (seq2seq, vanilla transformers)"
20344,"Encoder-decoder models (seq2seq, vanilla transformers)"
20372,"Encoder-decoder models (seq2seq, vanilla transformers)"
20381,"Encoder-decoder models (seq2seq, vanilla transformers)"
20382,"Encoder-decoder models (seq2seq, vanilla transformers)"
20387,"Encoder-decoder models (seq2seq, vanilla transformers)"
20393,"Encoder-decoder models (seq2seq, vanilla transformers)"
20408,"Encoder-decoder models (seq2seq, vanilla transformers)"
20429,"Encoder-decoder models (seq2seq, vanilla transformers)"
20432,"Encoder-decoder models (seq2seq, vanilla transformers)"
20433,"Encoder-decoder models (seq2seq, vanilla transformers)"
20437,"Encoder-decoder models (seq2seq, vanilla transformers)"
20466,"Encoder-decoder models (seq2seq, vanilla transformers)"
20471,"Encoder-decoder models (seq2seq, vanilla transformers)"
20483,"Encoder-decoder models (seq2seq, vanilla transformers)"
20510,"Encoder-decoder models (seq2seq, vanilla transformers)"
20512,"Encoder-decoder models (seq2seq, vanilla transformers)"
20525,"Encoder-decoder models (seq2seq, vanilla transformers)"
20527,"Encoder-decoder models (seq2seq, vanilla transformers)"
20565,"Encoder-decoder models (seq2seq, vanilla transformers)"
20622,"Encoder-decoder models (seq2seq, vanilla transformers)"
20627,"Encoder-decoder models (seq2seq, vanilla transformers)"
20628,"Encoder-decoder models (seq2seq, vanilla transformers)"
20636,"Encoder-decoder models (seq2seq, vanilla transformers)"
20662,"Encoder-decoder models (seq2seq, vanilla transformers)"
20669,"Encoder-decoder models (seq2seq, vanilla transformers)"
20686,"Encoder-decoder models (seq2seq, vanilla transformers)"
20720,"Encoder-decoder models (seq2seq, vanilla transformers)"
20724,"Encoder-decoder models (seq2seq, vanilla transformers)"
20765,"Encoder-decoder models (seq2seq, vanilla transformers)"
20793,"Encoder-decoder models (seq2seq, vanilla transformers)"
20815,"Encoder-decoder models (seq2seq, vanilla transformers)"
20817,"Encoder-decoder models (seq2seq, vanilla transformers)"
20818,"Encoder-decoder models (seq2seq, vanilla transformers)"
20833,"Encoder-decoder models (seq2seq, vanilla transformers)"
20863,"Encoder-decoder models (seq2seq, vanilla transformers)"
20864,"Encoder-decoder models (seq2seq, vanilla transformers)"
20880,"Encoder-decoder models (seq2seq, vanilla transformers)"
20907,"Encoder-decoder models (seq2seq, vanilla transformers)"
20973,"Encoder-decoder models (seq2seq, vanilla transformers)"
20982,"Encoder-decoder models (seq2seq, vanilla transformers)"
20985,"Encoder-decoder models (seq2seq, vanilla transformers)"
21018,"Encoder-decoder models (seq2seq, vanilla transformers)"
21051,"Encoder-decoder models (seq2seq, vanilla transformers)"
21059,"Encoder-decoder models (seq2seq, vanilla transformers)"
21113,"Encoder-decoder models (seq2seq, vanilla transformers)"
21119,"Encoder-decoder models (seq2seq, vanilla transformers)"
21124,"Encoder-decoder models (seq2seq, vanilla transformers)"
21129,"Encoder-decoder models (seq2seq, vanilla transformers)"
21153,"Encoder-decoder models (seq2seq, vanilla transformers)"
21157,"Encoder-decoder models (seq2seq, vanilla transformers)"
21166,"Encoder-decoder models (seq2seq, vanilla transformers)"
21222,"Encoder-decoder models (seq2seq, vanilla transformers)"
21234,"Encoder-decoder models (seq2seq, vanilla transformers)"
21268,"Encoder-decoder models (seq2seq, vanilla transformers)"
21276,"Encoder-decoder models (seq2seq, vanilla transformers)"
21297,"Encoder-decoder models (seq2seq, vanilla transformers)"
21338,"Encoder-decoder models (seq2seq, vanilla transformers)"
21342,"Encoder-decoder models (seq2seq, vanilla transformers)"
21364,"Encoder-decoder models (seq2seq, vanilla transformers)"
21366,"Encoder-decoder models (seq2seq, vanilla transformers)"
21378,"Encoder-decoder models (seq2seq, vanilla transformers)"
21379,"Encoder-decoder models (seq2seq, vanilla transformers)"
21385,"Encoder-decoder models (seq2seq, vanilla transformers)"
21422,"Encoder-decoder models (seq2seq, vanilla transformers)"
21460,"Encoder-decoder models (seq2seq, vanilla transformers)"
21485,"Encoder-decoder models (seq2seq, vanilla transformers)"
21488,"Encoder-decoder models (seq2seq, vanilla transformers)"
21524,"Encoder-decoder models (seq2seq, vanilla transformers)"
21573,"Encoder-decoder models (seq2seq, vanilla transformers)"
21578,"Encoder-decoder models (seq2seq, vanilla transformers)"
21579,"Encoder-decoder models (seq2seq, vanilla transformers)"
21584,"Encoder-decoder models (seq2seq, vanilla transformers)"
