ID,ethical AI
10697," Amazon AI Ethics Tools (Clarify, A2I, etc) "
10777," Amazon AI Ethics Tools (Clarify, A2I, etc) "
10905," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11236," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11438," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11678," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11741," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11752," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11767," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11775," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11804," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11825," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11832," Amazon AI Ethics Tools (Clarify, A2I, etc) "
11988," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12032," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12190," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12349," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12402," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12675," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12713," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12725," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12768," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12934," Amazon AI Ethics Tools (Clarify, A2I, etc) "
12947," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13061," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13205," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13319," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13395," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13414," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13475," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13701," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13708," Amazon AI Ethics Tools (Clarify, A2I, etc) "
13986," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14104," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14200," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14211," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14359," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14551," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14591," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14733," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14744," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14788," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14871," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14907," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14971," Amazon AI Ethics Tools (Clarify, A2I, etc) "
14983," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15128," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15282," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15305," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15333," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15584," Amazon AI Ethics Tools (Clarify, A2I, etc) "
15732," Amazon AI Ethics Tools (Clarify, A2I, etc) "
16017," Amazon AI Ethics Tools (Clarify, A2I, etc) "
16423," Amazon AI Ethics Tools (Clarify, A2I, etc) "
16547," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17154," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17248," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17572," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17662," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17724," Amazon AI Ethics Tools (Clarify, A2I, etc) "
17780," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18092," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18235," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18269," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18322," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18395," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18413," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18442," Amazon AI Ethics Tools (Clarify, A2I, etc) "
18505," Amazon AI Ethics Tools (Clarify, A2I, etc) "
19104," Amazon AI Ethics Tools (Clarify, A2I, etc) "
19635," Amazon AI Ethics Tools (Clarify, A2I, etc) "
19641," Amazon AI Ethics Tools (Clarify, A2I, etc) "
19722," Amazon AI Ethics Tools (Clarify, A2I, etc) "
19823," Amazon AI Ethics Tools (Clarify, A2I, etc) "
20243," Amazon AI Ethics Tools (Clarify, A2I, etc) "
20247," Amazon AI Ethics Tools (Clarify, A2I, etc) "
20269," Amazon AI Ethics Tools (Clarify, A2I, etc) "
20412," Amazon AI Ethics Tools (Clarify, A2I, etc) "
21063," Amazon AI Ethics Tools (Clarify, A2I, etc) "
21153," Amazon AI Ethics Tools (Clarify, A2I, etc) "
21166," Amazon AI Ethics Tools (Clarify, A2I, etc) "
21379," Amazon AI Ethics Tools (Clarify, A2I, etc) "
21938," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22068," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22074," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22202," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22251," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22478," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22615," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22711," Amazon AI Ethics Tools (Clarify, A2I, etc) "
22874," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23160," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23230," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23471," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23492," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23575," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23618," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23682," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23815," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23817," Amazon AI Ethics Tools (Clarify, A2I, etc) "
23818," Amazon AI Ethics Tools (Clarify, A2I, etc) "
580, The LinkedIn Fairness Toolkit (LiFT) 
633, The LinkedIn Fairness Toolkit (LiFT) 
1156, The LinkedIn Fairness Toolkit (LiFT) 
1670, The LinkedIn Fairness Toolkit (LiFT) 
2159, The LinkedIn Fairness Toolkit (LiFT) 
2249, The LinkedIn Fairness Toolkit (LiFT) 
2997, The LinkedIn Fairness Toolkit (LiFT) 
3286, The LinkedIn Fairness Toolkit (LiFT) 
3375, The LinkedIn Fairness Toolkit (LiFT) 
3642, The LinkedIn Fairness Toolkit (LiFT) 
3756, The LinkedIn Fairness Toolkit (LiFT) 
3762, The LinkedIn Fairness Toolkit (LiFT) 
4325, The LinkedIn Fairness Toolkit (LiFT) 
4466, The LinkedIn Fairness Toolkit (LiFT) 
5294, The LinkedIn Fairness Toolkit (LiFT) 
5331, The LinkedIn Fairness Toolkit (LiFT) 
5521, The LinkedIn Fairness Toolkit (LiFT) 
5576, The LinkedIn Fairness Toolkit (LiFT) 
5694, The LinkedIn Fairness Toolkit (LiFT) 
5782, The LinkedIn Fairness Toolkit (LiFT) 
5793, The LinkedIn Fairness Toolkit (LiFT) 
5816, The LinkedIn Fairness Toolkit (LiFT) 
5941, The LinkedIn Fairness Toolkit (LiFT) 
5997, The LinkedIn Fairness Toolkit (LiFT) 
6102, The LinkedIn Fairness Toolkit (LiFT) 
6299, The LinkedIn Fairness Toolkit (LiFT) 
6496, The LinkedIn Fairness Toolkit (LiFT) 
6693, The LinkedIn Fairness Toolkit (LiFT) 
6826, The LinkedIn Fairness Toolkit (LiFT) 
7041, The LinkedIn Fairness Toolkit (LiFT) 
7230, The LinkedIn Fairness Toolkit (LiFT) 
7558, The LinkedIn Fairness Toolkit (LiFT) 
8033, The LinkedIn Fairness Toolkit (LiFT) 
8060, The LinkedIn Fairness Toolkit (LiFT) 
8272, The LinkedIn Fairness Toolkit (LiFT) 
8403, The LinkedIn Fairness Toolkit (LiFT) 
8860, The LinkedIn Fairness Toolkit (LiFT) 
9415, The LinkedIn Fairness Toolkit (LiFT) 
9777, The LinkedIn Fairness Toolkit (LiFT) 
10183, The LinkedIn Fairness Toolkit (LiFT) 
10585, The LinkedIn Fairness Toolkit (LiFT) 
10631, The LinkedIn Fairness Toolkit (LiFT) 
10905, The LinkedIn Fairness Toolkit (LiFT) 
11408, The LinkedIn Fairness Toolkit (LiFT) 
11775, The LinkedIn Fairness Toolkit (LiFT) 
11801, The LinkedIn Fairness Toolkit (LiFT) 
12061, The LinkedIn Fairness Toolkit (LiFT) 
12402, The LinkedIn Fairness Toolkit (LiFT) 
12675, The LinkedIn Fairness Toolkit (LiFT) 
12803, The LinkedIn Fairness Toolkit (LiFT) 
12934, The LinkedIn Fairness Toolkit (LiFT) 
14508, The LinkedIn Fairness Toolkit (LiFT) 
14895, The LinkedIn Fairness Toolkit (LiFT) 
15128, The LinkedIn Fairness Toolkit (LiFT) 
15203, The LinkedIn Fairness Toolkit (LiFT) 
16251, The LinkedIn Fairness Toolkit (LiFT) 
16765, The LinkedIn Fairness Toolkit (LiFT) 
17213, The LinkedIn Fairness Toolkit (LiFT) 
17340, The LinkedIn Fairness Toolkit (LiFT) 
17571, The LinkedIn Fairness Toolkit (LiFT) 
17722, The LinkedIn Fairness Toolkit (LiFT) 
17780, The LinkedIn Fairness Toolkit (LiFT) 
17916, The LinkedIn Fairness Toolkit (LiFT) 
18269, The LinkedIn Fairness Toolkit (LiFT) 
18756, The LinkedIn Fairness Toolkit (LiFT) 
19641, The LinkedIn Fairness Toolkit (LiFT) 
19676, The LinkedIn Fairness Toolkit (LiFT) 
20033, The LinkedIn Fairness Toolkit (LiFT) 
20101, The LinkedIn Fairness Toolkit (LiFT) 
20243, The LinkedIn Fairness Toolkit (LiFT) 
20310, The LinkedIn Fairness Toolkit (LiFT) 
20355, The LinkedIn Fairness Toolkit (LiFT) 
21153, The LinkedIn Fairness Toolkit (LiFT) 
21379, The LinkedIn Fairness Toolkit (LiFT) 
21459, The LinkedIn Fairness Toolkit (LiFT) 
22202, The LinkedIn Fairness Toolkit (LiFT) 
22711, The LinkedIn Fairness Toolkit (LiFT) 
22874, The LinkedIn Fairness Toolkit (LiFT) 
23032, The LinkedIn Fairness Toolkit (LiFT) 
23553, The LinkedIn Fairness Toolkit (LiFT) 
18, Audit-AI 
633, Audit-AI 
726, Audit-AI 
886, Audit-AI 
1156, Audit-AI 
1470, Audit-AI 
1772, Audit-AI 
1923, Audit-AI 
1989, Audit-AI 
2382, Audit-AI 
3168, Audit-AI 
3286, Audit-AI 
3375, Audit-AI 
3414, Audit-AI 
3572, Audit-AI 
4046, Audit-AI 
4325, Audit-AI 
4440, Audit-AI 
4466, Audit-AI 
4606, Audit-AI 
4783, Audit-AI 
4986, Audit-AI 
5160, Audit-AI 
5207, Audit-AI 
5254, Audit-AI 
5748, Audit-AI 
5782, Audit-AI 
5967, Audit-AI 
5997, Audit-AI 
6299, Audit-AI 
6673, Audit-AI 
6717, Audit-AI 
7037, Audit-AI 
7041, Audit-AI 
7492, Audit-AI 
7560, Audit-AI 
7951, Audit-AI 
8049, Audit-AI 
8145, Audit-AI 
8158, Audit-AI 
8453, Audit-AI 
8997, Audit-AI 
9415, Audit-AI 
9750, Audit-AI 
10561, Audit-AI 
10905, Audit-AI 
10957, Audit-AI 
11348, Audit-AI 
12199, Audit-AI 
12934, Audit-AI 
12956, Audit-AI 
14174, Audit-AI 
14210, Audit-AI 
14211, Audit-AI 
14548, Audit-AI 
15049, Audit-AI 
19223, Audit-AI 
19641, Audit-AI 
20101, Audit-AI 
20243, Audit-AI 
20990, Audit-AI 
21153, Audit-AI 
21379, Audit-AI 
22002, Audit-AI 
22095, Audit-AI 
22251, Audit-AI 
22711, Audit-AI 
23527, Audit-AI 
23963, Audit-AI 
246, Aequitas 
378, Aequitas 
580, Aequitas 
633, Aequitas 
2067, Aequitas 
2458, Aequitas 
3286, Aequitas 
3375, Aequitas 
3642, Aequitas 
4046, Aequitas 
4325, Aequitas 
4466, Aequitas 
5078, Aequitas 
5357, Aequitas 
5635, Aequitas 
6673, Aequitas 
6729, Aequitas 
7880, Aequitas 
8033, Aequitas 
10905, Aequitas 
11190, Aequitas 
11718, Aequitas 
11924, Aequitas 
12725, Aequitas 
12934, Aequitas 
14143, Aequitas 
14451, Aequitas 
14978, Aequitas 
16926, Aequitas 
17744, Aequitas 
19641, Aequitas 
19883, Aequitas 
20375, Aequitas 
22197, Aequitas 
22602, Aequitas 
22711, Aequitas 
3,None
8,None
13,None
16,None
17,None
25,None
27,None
29,None
32,None
35,None
43,None
45,None
48,None
63,None
75,None
81,None
102,None
110,None
114,None
125,None
127,None
135,None
136,None
139,None
159,None
160,None
163,None
164,None
172,None
177,None
184,None
185,None
197,None
200,None
207,None
210,None
219,None
236,None
240,None
243,None
254,None
257,None
261,None
267,None
268,None
281,None
289,None
298,None
313,None
328,None
340,None
341,None
342,None
347,None
348,None
350,None
366,None
367,None
370,None
391,None
394,None
398,None
402,None
406,None
407,None
417,None
418,None
420,None
433,None
436,None
439,None
440,None
447,None
448,None
450,None
460,None
462,None
470,None
472,None
477,None
496,None
513,None
524,None
554,None
558,None
568,None
569,None
579,None
582,None
593,None
607,None
612,None
616,None
617,None
618,None
623,None
624,None
626,None
632,None
643,None
652,None
679,None
687,None
692,None
693,None
706,None
723,None
725,None
728,None
740,None
742,None
753,None
755,None
770,None
772,None
774,None
775,None
776,None
777,None
778,None
781,None
786,None
791,None
797,None
806,None
815,None
816,None
820,None
825,None
826,None
836,None
838,None
840,None
843,None
851,None
856,None
866,None
875,None
885,None
893,None
896,None
899,None
928,None
935,None
945,None
952,None
954,None
959,None
962,None
963,None
979,None
993,None
998,None
1003,None
1010,None
1014,None
1019,None
1026,None
1031,None
1034,None
1043,None
1045,None
1059,None
1060,None
1063,None
1067,None
1068,None
1072,None
1073,None
1080,None
1082,None
1090,None
1093,None
1110,None
1111,None
1127,None
1128,None
1129,None
1133,None
1136,None
1137,None
1146,None
1151,None
1167,None
1171,None
1173,None
1174,None
1176,None
1188,None
1197,None
1200,None
1207,None
1227,None
1236,None
1250,None
1259,None
1262,None
1265,None
1267,None
1271,None
1274,None
1275,None
1277,None
1281,None
1285,None
1293,None
1303,None
1305,None
1308,None
1321,None
1329,None
1332,None
1333,None
1336,None
1348,None
1359,None
1362,None
1374,None
1382,None
1384,None
1390,None
1392,None
1393,None
1395,None
1402,None
1405,None
1412,None
1413,None
1421,None
1422,None
1423,None
1427,None
1461,None
1475,None
1484,None
1504,None
1517,None
1523,None
1528,None
1534,None
1537,None
1548,None
1552,None
1554,None
1556,None
1557,None
1565,None
1573,None
1585,None
1595,None
1602,None
1606,None
1618,None
1620,None
1621,None
1626,None
1639,None
1650,None
1654,None
1669,None
1677,None
1688,None
1689,None
1697,None
1716,None
1721,None
1722,None
1723,None
1725,None
1731,None
1735,None
1736,None
1742,None
1746,None
1747,None
1764,None
1771,None
1774,None
1777,None
1788,None
1790,None
1801,None
1802,None
1806,None
1818,None
1820,None
1824,None
1834,None
1837,None
1838,None
1841,None
1844,None
1848,None
1850,None
1864,None
1867,None
1881,None
1882,None
1883,None
1884,None
1885,None
1888,None
1889,None
1901,None
1906,None
1911,None
1915,None
1917,None
1922,None
1926,None
1933,None
1934,None
1937,None
1942,None
1958,None
1971,None
1973,None
1978,None
1982,None
1983,None
1985,None
1991,None
2012,None
2015,None
2019,None
2026,None
2029,None
2031,None
2035,None
2039,None
2040,None
2054,None
2056,None
2057,None
2062,None
2063,None
2072,None
2076,None
2090,None
2095,None
2099,None
2108,None
2111,None
2138,None
2155,None
2156,None
2157,None
2161,None
2162,None
2169,None
2170,None
2176,None
2186,None
2197,None
2206,None
2250,None
2266,None
2272,None
2275,None
2276,None
2281,None
2284,None
2289,None
2294,None
2312,None
2313,None
2314,None
2318,None
2320,None
2322,None
2331,None
2334,None
2346,None
2348,None
2356,None
2361,None
2364,None
2372,None
2380,None
2381,None
2383,None
2395,None
2417,None
2421,None
2426,None
2431,None
2435,None
2440,None
2441,None
2462,None
2463,None
2465,None
2482,None
2491,None
2500,None
2506,None
2507,None
2517,None
2520,None
2524,None
2526,None
2527,None
2535,None
2538,None
2539,None
2542,None
2562,None
2564,None
2565,None
2569,None
2570,None
2572,None
2574,None
2575,None
2579,None
2580,None
2583,None
2587,None
2593,None
2597,None
2605,None
2617,None
2630,None
2632,None
2647,None
2650,None
2654,None
2661,None
2683,None
2704,None
2705,None
2706,None
2714,None
2717,None
2719,None
2721,None
2726,None
2727,None
2743,None
2745,None
2748,None
2749,None
2751,None
2768,None
2770,None
2780,None
2781,None
2788,None
2805,None
2809,None
2818,None
2820,None
2824,None
2827,None
2836,None
2838,None
2840,None
2855,None
2869,None
2887,None
2890,None
2891,None
2894,None
2896,None
2903,None
2904,None
2907,None
2912,None
2923,None
2924,None
2925,None
2933,None
2939,None
2958,None
2961,None
2964,None
2969,None
2998,None
3007,None
3008,None
3012,None
3025,None
3033,None
3038,None
3047,None
3051,None
3054,None
3068,None
3097,None
3101,None
3118,None
3120,None
3127,None
3130,None
3134,None
3135,None
3138,None
3155,None
3157,None
3158,None
3161,None
3170,None
3185,None
3186,None
3190,None
3191,None
3196,None
3205,None
3208,None
3209,None
3217,None
3223,None
3224,None
3225,None
3232,None
3233,None
3235,None
3241,None
3244,None
3246,None
3257,None
3265,None
3278,None
3285,None
3293,None
3294,None
3302,None
3309,None
3312,None
3314,None
3318,None
3323,None
3325,None
3327,None
3340,None
3342,None
3345,None
3357,None
3361,None
3365,None
3370,None
3371,None
3377,None
3379,None
3392,None
3395,None
3397,None
3399,None
3406,None
3408,None
3409,None
3415,None
3424,None
3442,None
3457,None
3459,None
3465,None
3469,None
3480,None
3485,None
3499,None
3504,None
3511,None
3513,None
3519,None
3520,None
3530,None
3532,None
3540,None
3542,None
3545,None
3549,None
3561,None
3562,None
3569,None
3592,None
3595,None
3600,None
3601,None
3603,None
3609,None
3617,None
3618,None
3622,None
3629,None
3637,None
3638,None
3644,None
3645,None
3653,None
3657,None
3680,None
3682,None
3683,None
3687,None
3690,None
3701,None
3705,None
3716,None
3724,None
3725,None
3727,None
3738,None
3751,None
3754,None
3759,None
3767,None
3775,None
3785,None
3793,None
3798,None
3801,None
3804,None
3807,None
3809,None
3810,None
3820,None
3821,None
3824,None
3829,None
3831,None
3834,None
3837,None
3854,None
3855,None
3887,None
3889,None
3890,None
3904,None
3907,None
3912,None
3941,None
3949,None
3955,None
3957,None
3964,None
3966,None
3978,None
3981,None
3987,None
3991,None
3999,None
4008,None
4010,None
4018,None
4025,None
4026,None
4030,None
4055,None
4056,None
4059,None
4069,None
4077,None
4079,None
4096,None
4097,None
4098,None
4109,None
4115,None
4116,None
4119,None
4130,None
4154,None
4156,None
4167,None
4173,None
4174,None
4182,None
4193,None
4201,None
4226,None
4234,None
4236,None
4259,None
4261,None
4278,None
4289,None
4290,None
4295,None
4298,None
4301,None
4315,None
4318,None
4322,None
4327,None
4332,None
4333,None
4335,None
4338,None
4341,None
4349,None
4350,None
4354,None
4360,None
4363,None
4372,None
4381,None
4390,None
4392,None
4395,None
4396,None
4408,None
4409,None
4412,None
4419,None
4429,None
4439,None
4442,None
4455,None
4467,None
4470,None
4476,None
4477,None
4483,None
4498,None
4506,None
4515,None
4524,None
4525,None
4529,None
4542,None
4545,None
4546,None
4551,None
4552,None
4572,None
4577,None
4583,None
4587,None
4588,None
4591,None
4597,None
4598,None
4600,None
4601,None
4602,None
4614,None
4618,None
4622,None
4623,None
4632,None
4641,None
4643,None
4647,None
4657,None
4662,None
4669,None
4688,None
4703,None
4713,None
4746,None
4747,None
4750,None
4758,None
4760,None
4762,None
4768,None
4774,None
4794,None
4806,None
4808,None
4811,None
4821,None
4826,None
4827,None
4829,None
4835,None
4842,None
4849,None
4856,None
4863,None
4868,None
4872,None
4874,None
4875,None
4884,None
4892,None
4897,None
4903,None
4904,None
4912,None
4913,None
4915,None
4916,None
4925,None
4928,None
4932,None
4934,None
4935,None
4937,None
4939,None
4941,None
4942,None
4945,None
4949,None
4951,None
4956,None
4961,None
4965,None
4966,None
4972,None
4977,None
4978,None
4979,None
4981,None
4984,None
4993,None
4996,None
4997,None
5006,None
5007,None
5015,None
5022,None
5024,None
5032,None
5053,None
5068,None
5070,None
5088,None
5090,None
5093,None
5094,None
5108,None
5119,None
5121,None
5129,None
5136,None
5148,None
5152,None
5161,None
5162,None
5163,None
5165,None
5176,None
5179,None
5182,None
5186,None
5194,None
5197,None
5208,None
5212,None
5214,None
5215,None
5218,None
5227,None
5241,None
5245,None
5248,None
5250,None
5260,None
5263,None
5269,None
5275,None
5289,None
5301,None
5304,None
5312,None
5314,None
5324,None
5327,None
5332,None
5337,None
5347,None
5349,None
5350,None
5353,None
5378,None
5388,None
5400,None
5408,None
5417,None
5419,None
5420,None
5429,None
5430,None
5431,None
5437,None
5440,None
5441,None
5446,None
5450,None
5452,None
5454,None
5455,None
5470,None
5477,None
5484,None
5489,None
5493,None
5494,None
5501,None
5513,None
5514,None
5530,None
5532,None
5536,None
5544,None
5553,None
5554,None
5555,None
5570,None
5577,None
5583,None
5599,None
5602,None
5624,None
5627,None
5628,None
5650,None
5653,None
5654,None
5658,None
5665,None
5674,None
5697,None
5698,None
5707,None
5708,None
5711,None
5715,None
5716,None
5721,None
5734,None
5738,None
5741,None
5749,None
5751,None
5756,None
5783,None
5786,None
5788,None
5797,None
5807,None
5809,None
5814,None
5820,None
5825,None
5826,None
5841,None
5844,None
5845,None
5852,None
5853,None
5854,None
5870,None
5871,None
5873,None
5879,None
5888,None
5892,None
5899,None
5907,None
5908,None
5916,None
5919,None
5921,None
5926,None
5931,None
5932,None
5938,None
5939,None
5943,None
5946,None
5948,None
5950,None
5960,None
5969,None
5989,None
5992,None
5999,None
6000,None
6008,None
6024,None
6030,None
6032,None
6035,None
6036,None
6040,None
6041,None
6045,None
6058,None
6059,None
6069,None
6070,None
6079,None
6080,None
6082,None
6097,None
6101,None
6109,None
6116,None
6122,None
6131,None
6139,None
6144,None
6152,None
6160,None
6164,None
6165,None
6175,None
6179,None
6181,None
6193,None
6196,None
6206,None
6213,None
6217,None
6227,None
6230,None
6235,None
6238,None
6240,None
6249,None
6258,None
6260,None
6265,None
6266,None
6267,None
6269,None
6275,None
6276,None
6284,None
6288,None
6302,None
6306,None
6321,None
6327,None
6346,None
6352,None
6359,None
6367,None
6375,None
6376,None
6377,None
6378,None
6381,None
6383,None
6409,None
6411,None
6425,None
6426,None
6437,None
6443,None
6444,None
6446,None
6458,None
6474,None
6477,None
6494,None
6497,None
6502,None
6504,None
6530,None
6533,None
6554,None
6560,None
6568,None
6572,None
6576,None
6586,None
6595,None
6599,None
6609,None
6611,None
6616,None
6627,None
6639,None
6642,None
6643,None
6644,None
6645,None
6651,None
6668,None
6674,None
6678,None
6680,None
6681,None
6684,None
6687,None
6695,None
6699,None
6700,None
6711,None
6719,None
6731,None
6733,None
6740,None
6742,None
6744,None
6746,None
6755,None
6757,None
6772,None
6780,None
6795,None
6796,None
6800,None
6802,None
6819,None
6827,None
6829,None
6836,None
6841,None
6844,None
6848,None
6858,None
6869,None
6877,None
6878,None
6880,None
6881,None
6885,None
6892,None
6897,None
6919,None
6926,None
6929,None
6932,None
6950,None
6955,None
6966,None
6977,None
6997,None
6998,None
7003,None
7012,None
7025,None
7031,None
7046,None
7052,None
7057,None
7058,None
7060,None
7061,None
7062,None
7065,None
7071,None
7082,None
7085,None
7092,None
7104,None
7118,None
7119,None
7122,None
7138,None
7140,None
7150,None
7152,None
7162,None
7171,None
7176,None
7178,None
7185,None
7188,None
7198,None
7200,None
7204,None
7207,None
7209,None
7218,None
7222,None
7225,None
7227,None
7240,None
7248,None
7251,None
7266,None
7267,None
7268,None
7270,None
7271,None
7272,None
7274,None
7292,None
7293,None
7296,None
7298,None
7311,None
7331,None
7336,None
7342,None
7347,None
7348,None
7350,None
7352,None
7381,None
7383,None
7388,None
7392,None
7395,None
7405,None
7411,None
7412,None
7418,None
7420,None
7426,None
7433,None
7438,None
7439,None
7443,None
7447,None
7448,None
7454,None
7459,None
7465,None
7468,None
7472,None
7473,None
7476,None
7477,None
7483,None
7488,None
7491,None
7500,None
7503,None
7506,None
7512,None
7513,None
7514,None
7521,None
7530,None
7533,None
7537,None
7544,None
7547,None
7551,None
7566,None
7568,None
7574,None
7578,None
7580,None
7583,None
7586,None
7589,None
7597,None
7598,None
7602,None
7604,None
7613,None
7617,None
7628,None
7630,None
7642,None
7654,None
7657,None
7666,None
7669,None
7670,None
7673,None
7677,None
7691,None
7697,None
7700,None
7705,None
7706,None
7735,None
7739,None
7742,None
7748,None
7749,None
7754,None
7767,None
7770,None
7774,None
7777,None
7784,None
7786,None
7803,None
7807,None
7808,None
7813,None
7820,None
7828,None
7830,None
7838,None
7843,None
7844,None
7849,None
7852,None
7853,None
7860,None
7861,None
7882,None
7889,None
7890,None
7898,None
7902,None
7906,None
7907,None
7908,None
7911,None
7914,None
7918,None
7921,None
7925,None
7932,None
7934,None
7939,None
7940,None
7948,None
7956,None
7957,None
7960,None
7962,None
7963,None
7979,None
7986,None
7990,None
8008,None
8013,None
8024,None
8026,None
8031,None
8035,None
8041,None
8055,None
8058,None
8059,None
8067,None
8084,None
8087,None
8090,None
8091,None
8092,None
8102,None
8105,None
8106,None
8115,None
8129,None
8135,None
8136,None
8141,None
8155,None
8163,None
8165,None
8171,None
8177,None
8184,None
8187,None
8189,None
8192,None
8193,None
8202,None
8210,None
8227,None
8230,None
8233,None
8237,None
8238,None
8241,None
8245,None
8256,None
8257,None
8258,None
8275,None
8281,None
8293,None
8297,None
8300,None
8315,None
8317,None
8319,None
8320,None
8326,None
8329,None
8331,None
8334,None
8335,None
8345,None
8351,None
8361,None
8362,None
8366,None
8377,None
8388,None
8397,None
8410,None
8418,None
8428,None
8430,None
8433,None
8437,None
8443,None
8448,None
8467,None
8468,None
8478,None
8479,None
8498,None
8499,None
8505,None
8513,None
8528,None
8532,None
8535,None
8542,None
8559,None
8563,None
8568,None
8585,None
8596,None
8604,None
8607,None
8612,None
8614,None
8618,None
8620,None
8623,None
8624,None
8625,None
8626,None
8628,None
8650,None
8655,None
8656,None
8657,None
8664,None
8671,None
8672,None
8676,None
8680,None
8687,None
8699,None
8705,None
8724,None
8725,None
8734,None
8737,None
8739,None
8744,None
8749,None
8758,None
8759,None
8768,None
8777,None
8783,None
8786,None
8796,None
8805,None
8806,None
8817,None
8821,None
8824,None
8827,None
8841,None
8856,None
8859,None
8861,None
8875,None
8877,None
8890,None
8891,None
8893,None
8901,None
8910,None
8934,None
8936,None
8940,None
8946,None
8947,None
8962,None
8965,None
8976,None
8982,None
8989,None
9015,None
9018,None
9024,None
9028,None
9030,None
9034,None
9036,None
9038,None
9046,None
9054,None
9057,None
9059,None
9071,None
9072,None
9076,None
9078,None
9082,None
9085,None
9086,None
9088,None
9092,None
9097,None
9099,None
9113,None
9115,None
9116,None
9130,None
9159,None
9161,None
9162,None
9163,None
9168,None
9175,None
9180,None
9181,None
9191,None
9194,None
9195,None
9214,None
9218,None
9223,None
9231,None
9237,None
9242,None
9247,None
9253,None
9264,None
9265,None
9273,None
9287,None
9297,None
9320,None
9325,None
9328,None
9336,None
9343,None
9346,None
9369,None
9371,None
9373,None
9383,None
9385,None
9387,None
9391,None
9394,None
9396,None
9400,None
9401,None
9410,None
9425,None
9426,None
9427,None
9437,None
9444,None
9453,None
9457,None
9465,None
9467,None
9472,None
9476,None
9484,None
9485,None
9486,None
