ID,ML on research
4977,"Yes, the research made use of machine learning as a tool (applied research)"
4989,"Yes, the research made use of machine learning as a tool (applied research)"
5008,"Yes, the research made use of machine learning as a tool (applied research)"
5011,"Yes, the research made use of machine learning as a tool (applied research)"
5015,"Yes, the research made use of machine learning as a tool (applied research)"
5016,"Yes, the research made use of machine learning as a tool (applied research)"
5022,"Yes, the research made use of machine learning as a tool (applied research)"
5053,"Yes, the research made use of machine learning as a tool (applied research)"
5065,"Yes, the research made use of machine learning as a tool (applied research)"
5068,"Yes, the research made use of machine learning as a tool (applied research)"
5069,"Yes, the research made use of machine learning as a tool (applied research)"
5070,"Yes, the research made use of machine learning as a tool (applied research)"
5074,"Yes, the research made use of machine learning as a tool (applied research)"
5086,"Yes, the research made use of machine learning as a tool (applied research)"
5094,"Yes, the research made use of machine learning as a tool (applied research)"
5100,"Yes, the research made use of machine learning as a tool (applied research)"
5127,"Yes, the research made use of machine learning as a tool (applied research)"
5136,"Yes, the research made use of machine learning as a tool (applied research)"
5139,"Yes, the research made use of machine learning as a tool (applied research)"
5141,"Yes, the research made use of machine learning as a tool (applied research)"
5143,"Yes, the research made use of machine learning as a tool (applied research)"
5149,"Yes, the research made use of machine learning as a tool (applied research)"
5156,"Yes, the research made use of machine learning as a tool (applied research)"
5157,"Yes, the research made use of machine learning as a tool (applied research)"
5161,"Yes, the research made use of machine learning as a tool (applied research)"
5166,"Yes, the research made use of machine learning as a tool (applied research)"
5182,"Yes, the research made use of machine learning as a tool (applied research)"
5194,"Yes, the research made use of machine learning as a tool (applied research)"
5202,"Yes, the research made use of machine learning as a tool (applied research)"
5227,"Yes, the research made use of machine learning as a tool (applied research)"
5233,"Yes, the research made use of machine learning as a tool (applied research)"
5242,"Yes, the research made use of machine learning as a tool (applied research)"
5255,"Yes, the research made use of machine learning as a tool (applied research)"
5260,"Yes, the research made use of machine learning as a tool (applied research)"
5265,"Yes, the research made use of machine learning as a tool (applied research)"
5287,"Yes, the research made use of machine learning as a tool (applied research)"
5289,"Yes, the research made use of machine learning as a tool (applied research)"
5296,"Yes, the research made use of machine learning as a tool (applied research)"
5306,"Yes, the research made use of machine learning as a tool (applied research)"
5310,"Yes, the research made use of machine learning as a tool (applied research)"
5332,"Yes, the research made use of machine learning as a tool (applied research)"
5349,"Yes, the research made use of machine learning as a tool (applied research)"
5388,"Yes, the research made use of machine learning as a tool (applied research)"
5390,"Yes, the research made use of machine learning as a tool (applied research)"
5429,"Yes, the research made use of machine learning as a tool (applied research)"
5432,"Yes, the research made use of machine learning as a tool (applied research)"
5450,"Yes, the research made use of machine learning as a tool (applied research)"
5458,"Yes, the research made use of machine learning as a tool (applied research)"
5469,"Yes, the research made use of machine learning as a tool (applied research)"
5482,"Yes, the research made use of machine learning as a tool (applied research)"
5483,"Yes, the research made use of machine learning as a tool (applied research)"
5493,"Yes, the research made use of machine learning as a tool (applied research)"
5494,"Yes, the research made use of machine learning as a tool (applied research)"
5496,"Yes, the research made use of machine learning as a tool (applied research)"
5499,"Yes, the research made use of machine learning as a tool (applied research)"
5515,"Yes, the research made use of machine learning as a tool (applied research)"
5521,"Yes, the research made use of machine learning as a tool (applied research)"
5543,"Yes, the research made use of machine learning as a tool (applied research)"
5544,"Yes, the research made use of machine learning as a tool (applied research)"
5558,"Yes, the research made use of machine learning as a tool (applied research)"
5567,"Yes, the research made use of machine learning as a tool (applied research)"
5568,"Yes, the research made use of machine learning as a tool (applied research)"
5577,"Yes, the research made use of machine learning as a tool (applied research)"
5583,"Yes, the research made use of machine learning as a tool (applied research)"
5628,"Yes, the research made use of machine learning as a tool (applied research)"
5629,"Yes, the research made use of machine learning as a tool (applied research)"
5635,"Yes, the research made use of machine learning as a tool (applied research)"
5642,"Yes, the research made use of machine learning as a tool (applied research)"
5644,"Yes, the research made use of machine learning as a tool (applied research)"
5650,"Yes, the research made use of machine learning as a tool (applied research)"
5652,"Yes, the research made use of machine learning as a tool (applied research)"
5653,"Yes, the research made use of machine learning as a tool (applied research)"
5665,"Yes, the research made use of machine learning as a tool (applied research)"
5669,"Yes, the research made use of machine learning as a tool (applied research)"
5679,"Yes, the research made use of machine learning as a tool (applied research)"
5683,"Yes, the research made use of machine learning as a tool (applied research)"
5708,"Yes, the research made use of machine learning as a tool (applied research)"
5711,"Yes, the research made use of machine learning as a tool (applied research)"
5725,"Yes, the research made use of machine learning as a tool (applied research)"
5727,"Yes, the research made use of machine learning as a tool (applied research)"
5730,"Yes, the research made use of machine learning as a tool (applied research)"
5736,"Yes, the research made use of machine learning as a tool (applied research)"
5743,"Yes, the research made use of machine learning as a tool (applied research)"
5755,"Yes, the research made use of machine learning as a tool (applied research)"
5761,"Yes, the research made use of machine learning as a tool (applied research)"
5782,"Yes, the research made use of machine learning as a tool (applied research)"
5791,"Yes, the research made use of machine learning as a tool (applied research)"
5797,"Yes, the research made use of machine learning as a tool (applied research)"
5819,"Yes, the research made use of machine learning as a tool (applied research)"
5825,"Yes, the research made use of machine learning as a tool (applied research)"
5826,"Yes, the research made use of machine learning as a tool (applied research)"
5832,"Yes, the research made use of machine learning as a tool (applied research)"
5841,"Yes, the research made use of machine learning as a tool (applied research)"
5845,"Yes, the research made use of machine learning as a tool (applied research)"
5852,"Yes, the research made use of machine learning as a tool (applied research)"
5862,"Yes, the research made use of machine learning as a tool (applied research)"
5865,"Yes, the research made use of machine learning as a tool (applied research)"
5873,"Yes, the research made use of machine learning as a tool (applied research)"
5874,"Yes, the research made use of machine learning as a tool (applied research)"
5888,"Yes, the research made use of machine learning as a tool (applied research)"
5903,"Yes, the research made use of machine learning as a tool (applied research)"
5908,"Yes, the research made use of machine learning as a tool (applied research)"
5913,"Yes, the research made use of machine learning as a tool (applied research)"
5915,"Yes, the research made use of machine learning as a tool (applied research)"
5917,"Yes, the research made use of machine learning as a tool (applied research)"
5930,"Yes, the research made use of machine learning as a tool (applied research)"
5932,"Yes, the research made use of machine learning as a tool (applied research)"
5943,"Yes, the research made use of machine learning as a tool (applied research)"
5948,"Yes, the research made use of machine learning as a tool (applied research)"
5954,"Yes, the research made use of machine learning as a tool (applied research)"
5955,"Yes, the research made use of machine learning as a tool (applied research)"
5960,"Yes, the research made use of machine learning as a tool (applied research)"
5967,"Yes, the research made use of machine learning as a tool (applied research)"
5969,"Yes, the research made use of machine learning as a tool (applied research)"
5983,"Yes, the research made use of machine learning as a tool (applied research)"
5986,"Yes, the research made use of machine learning as a tool (applied research)"
5994,"Yes, the research made use of machine learning as a tool (applied research)"
5995,"Yes, the research made use of machine learning as a tool (applied research)"
5999,"Yes, the research made use of machine learning as a tool (applied research)"
6040,"Yes, the research made use of machine learning as a tool (applied research)"
6048,"Yes, the research made use of machine learning as a tool (applied research)"
6081,"Yes, the research made use of machine learning as a tool (applied research)"
6085,"Yes, the research made use of machine learning as a tool (applied research)"
6118,"Yes, the research made use of machine learning as a tool (applied research)"
6120,"Yes, the research made use of machine learning as a tool (applied research)"
6125,"Yes, the research made use of machine learning as a tool (applied research)"
6128,"Yes, the research made use of machine learning as a tool (applied research)"
6135,"Yes, the research made use of machine learning as a tool (applied research)"
6144,"Yes, the research made use of machine learning as a tool (applied research)"
6149,"Yes, the research made use of machine learning as a tool (applied research)"
6193,"Yes, the research made use of machine learning as a tool (applied research)"
6195,"Yes, the research made use of machine learning as a tool (applied research)"
6200,"Yes, the research made use of machine learning as a tool (applied research)"
6211,"Yes, the research made use of machine learning as a tool (applied research)"
6213,"Yes, the research made use of machine learning as a tool (applied research)"
6216,"Yes, the research made use of machine learning as a tool (applied research)"
6227,"Yes, the research made use of machine learning as a tool (applied research)"
6238,"Yes, the research made use of machine learning as a tool (applied research)"
6260,"Yes, the research made use of machine learning as a tool (applied research)"
6262,"Yes, the research made use of machine learning as a tool (applied research)"
6269,"Yes, the research made use of machine learning as a tool (applied research)"
6275,"Yes, the research made use of machine learning as a tool (applied research)"
6276,"Yes, the research made use of machine learning as a tool (applied research)"
6288,"Yes, the research made use of machine learning as a tool (applied research)"
6302,"Yes, the research made use of machine learning as a tool (applied research)"
6304,"Yes, the research made use of machine learning as a tool (applied research)"
6305,"Yes, the research made use of machine learning as a tool (applied research)"
6313,"Yes, the research made use of machine learning as a tool (applied research)"
6327,"Yes, the research made use of machine learning as a tool (applied research)"
6331,"Yes, the research made use of machine learning as a tool (applied research)"
6338,"Yes, the research made use of machine learning as a tool (applied research)"
6342,"Yes, the research made use of machine learning as a tool (applied research)"
6346,"Yes, the research made use of machine learning as a tool (applied research)"
6349,"Yes, the research made use of machine learning as a tool (applied research)"
6360,"Yes, the research made use of machine learning as a tool (applied research)"
6362,"Yes, the research made use of machine learning as a tool (applied research)"
6381,"Yes, the research made use of machine learning as a tool (applied research)"
6384,"Yes, the research made use of machine learning as a tool (applied research)"
6391,"Yes, the research made use of machine learning as a tool (applied research)"
6407,"Yes, the research made use of machine learning as a tool (applied research)"
6409,"Yes, the research made use of machine learning as a tool (applied research)"
6412,"Yes, the research made use of machine learning as a tool (applied research)"
6425,"Yes, the research made use of machine learning as a tool (applied research)"
6432,"Yes, the research made use of machine learning as a tool (applied research)"
6435,"Yes, the research made use of machine learning as a tool (applied research)"
6452,"Yes, the research made use of machine learning as a tool (applied research)"
6477,"Yes, the research made use of machine learning as a tool (applied research)"
6502,"Yes, the research made use of machine learning as a tool (applied research)"
6533,"Yes, the research made use of machine learning as a tool (applied research)"
6561,"Yes, the research made use of machine learning as a tool (applied research)"
6563,"Yes, the research made use of machine learning as a tool (applied research)"
6582,"Yes, the research made use of machine learning as a tool (applied research)"
6586,"Yes, the research made use of machine learning as a tool (applied research)"
6587,"Yes, the research made use of machine learning as a tool (applied research)"
6595,"Yes, the research made use of machine learning as a tool (applied research)"
6596,"Yes, the research made use of machine learning as a tool (applied research)"
6599,"Yes, the research made use of machine learning as a tool (applied research)"
6602,"Yes, the research made use of machine learning as a tool (applied research)"
6616,"Yes, the research made use of machine learning as a tool (applied research)"
6628,"Yes, the research made use of machine learning as a tool (applied research)"
6659,"Yes, the research made use of machine learning as a tool (applied research)"
6668,"Yes, the research made use of machine learning as a tool (applied research)"
6706,"Yes, the research made use of machine learning as a tool (applied research)"
6722,"Yes, the research made use of machine learning as a tool (applied research)"
6740,"Yes, the research made use of machine learning as a tool (applied research)"
6741,"Yes, the research made use of machine learning as a tool (applied research)"
6745,"Yes, the research made use of machine learning as a tool (applied research)"
6750,"Yes, the research made use of machine learning as a tool (applied research)"
6753,"Yes, the research made use of machine learning as a tool (applied research)"
6757,"Yes, the research made use of machine learning as a tool (applied research)"
6766,"Yes, the research made use of machine learning as a tool (applied research)"
6780,"Yes, the research made use of machine learning as a tool (applied research)"
6791,"Yes, the research made use of machine learning as a tool (applied research)"
6802,"Yes, the research made use of machine learning as a tool (applied research)"
6804,"Yes, the research made use of machine learning as a tool (applied research)"
6808,"Yes, the research made use of machine learning as a tool (applied research)"
6811,"Yes, the research made use of machine learning as a tool (applied research)"
6818,"Yes, the research made use of machine learning as a tool (applied research)"
6821,"Yes, the research made use of machine learning as a tool (applied research)"
6829,"Yes, the research made use of machine learning as a tool (applied research)"
6832,"Yes, the research made use of machine learning as a tool (applied research)"
6836,"Yes, the research made use of machine learning as a tool (applied research)"
6839,"Yes, the research made use of machine learning as a tool (applied research)"
6849,"Yes, the research made use of machine learning as a tool (applied research)"
6869,"Yes, the research made use of machine learning as a tool (applied research)"
6906,"Yes, the research made use of machine learning as a tool (applied research)"
6911,"Yes, the research made use of machine learning as a tool (applied research)"
6913,"Yes, the research made use of machine learning as a tool (applied research)"
6942,"Yes, the research made use of machine learning as a tool (applied research)"
6955,"Yes, the research made use of machine learning as a tool (applied research)"
6965,"Yes, the research made use of machine learning as a tool (applied research)"
6966,"Yes, the research made use of machine learning as a tool (applied research)"
6971,"Yes, the research made use of machine learning as a tool (applied research)"
7013,"Yes, the research made use of machine learning as a tool (applied research)"
7030,"Yes, the research made use of machine learning as a tool (applied research)"
7045,"Yes, the research made use of machine learning as a tool (applied research)"
7087,"Yes, the research made use of machine learning as a tool (applied research)"
7109,"Yes, the research made use of machine learning as a tool (applied research)"
7113,"Yes, the research made use of machine learning as a tool (applied research)"
7125,"Yes, the research made use of machine learning as a tool (applied research)"
7135,"Yes, the research made use of machine learning as a tool (applied research)"
7140,"Yes, the research made use of machine learning as a tool (applied research)"
7141,"Yes, the research made use of machine learning as a tool (applied research)"
7143,"Yes, the research made use of machine learning as a tool (applied research)"
7152,"Yes, the research made use of machine learning as a tool (applied research)"
7155,"Yes, the research made use of machine learning as a tool (applied research)"
7165,"Yes, the research made use of machine learning as a tool (applied research)"
7184,"Yes, the research made use of machine learning as a tool (applied research)"
7188,"Yes, the research made use of machine learning as a tool (applied research)"
7194,"Yes, the research made use of machine learning as a tool (applied research)"
7199,"Yes, the research made use of machine learning as a tool (applied research)"
7200,"Yes, the research made use of machine learning as a tool (applied research)"
7208,"Yes, the research made use of machine learning as a tool (applied research)"
7209,"Yes, the research made use of machine learning as a tool (applied research)"
7218,"Yes, the research made use of machine learning as a tool (applied research)"
7225,"Yes, the research made use of machine learning as a tool (applied research)"
7227,"Yes, the research made use of machine learning as a tool (applied research)"
7242,"Yes, the research made use of machine learning as a tool (applied research)"
7248,"Yes, the research made use of machine learning as a tool (applied research)"
7255,"Yes, the research made use of machine learning as a tool (applied research)"
7256,"Yes, the research made use of machine learning as a tool (applied research)"
7266,"Yes, the research made use of machine learning as a tool (applied research)"
7272,"Yes, the research made use of machine learning as a tool (applied research)"
7287,"Yes, the research made use of machine learning as a tool (applied research)"
7306,"Yes, the research made use of machine learning as a tool (applied research)"
7322,"Yes, the research made use of machine learning as a tool (applied research)"
7325,"Yes, the research made use of machine learning as a tool (applied research)"
7326,"Yes, the research made use of machine learning as a tool (applied research)"
7335,"Yes, the research made use of machine learning as a tool (applied research)"
7339,"Yes, the research made use of machine learning as a tool (applied research)"
7379,"Yes, the research made use of machine learning as a tool (applied research)"
7400,"Yes, the research made use of machine learning as a tool (applied research)"
7402,"Yes, the research made use of machine learning as a tool (applied research)"
7415,"Yes, the research made use of machine learning as a tool (applied research)"
7426,"Yes, the research made use of machine learning as a tool (applied research)"
7427,"Yes, the research made use of machine learning as a tool (applied research)"
7429,"Yes, the research made use of machine learning as a tool (applied research)"
7432,"Yes, the research made use of machine learning as a tool (applied research)"
7439,"Yes, the research made use of machine learning as a tool (applied research)"
7440,"Yes, the research made use of machine learning as a tool (applied research)"
7461,"Yes, the research made use of machine learning as a tool (applied research)"
7463,"Yes, the research made use of machine learning as a tool (applied research)"
7465,"Yes, the research made use of machine learning as a tool (applied research)"
7472,"Yes, the research made use of machine learning as a tool (applied research)"
7485,"Yes, the research made use of machine learning as a tool (applied research)"
7500,"Yes, the research made use of machine learning as a tool (applied research)"
7503,"Yes, the research made use of machine learning as a tool (applied research)"
7514,"Yes, the research made use of machine learning as a tool (applied research)"
7542,"Yes, the research made use of machine learning as a tool (applied research)"
7561,"Yes, the research made use of machine learning as a tool (applied research)"
7568,"Yes, the research made use of machine learning as a tool (applied research)"
7602,"Yes, the research made use of machine learning as a tool (applied research)"
7639,"Yes, the research made use of machine learning as a tool (applied research)"
7649,"Yes, the research made use of machine learning as a tool (applied research)"
7666,"Yes, the research made use of machine learning as a tool (applied research)"
7683,"Yes, the research made use of machine learning as a tool (applied research)"
7691,"Yes, the research made use of machine learning as a tool (applied research)"
7694,"Yes, the research made use of machine learning as a tool (applied research)"
7697,"Yes, the research made use of machine learning as a tool (applied research)"
7700,"Yes, the research made use of machine learning as a tool (applied research)"
7706,"Yes, the research made use of machine learning as a tool (applied research)"
7715,"Yes, the research made use of machine learning as a tool (applied research)"
7739,"Yes, the research made use of machine learning as a tool (applied research)"
7748,"Yes, the research made use of machine learning as a tool (applied research)"
7749,"Yes, the research made use of machine learning as a tool (applied research)"
7751,"Yes, the research made use of machine learning as a tool (applied research)"
7775,"Yes, the research made use of machine learning as a tool (applied research)"
7784,"Yes, the research made use of machine learning as a tool (applied research)"
7790,"Yes, the research made use of machine learning as a tool (applied research)"
7796,"Yes, the research made use of machine learning as a tool (applied research)"
7807,"Yes, the research made use of machine learning as a tool (applied research)"
7819,"Yes, the research made use of machine learning as a tool (applied research)"
7856,"Yes, the research made use of machine learning as a tool (applied research)"
7880,"Yes, the research made use of machine learning as a tool (applied research)"
7883,"Yes, the research made use of machine learning as a tool (applied research)"
7884,"Yes, the research made use of machine learning as a tool (applied research)"
7908,"Yes, the research made use of machine learning as a tool (applied research)"
7909,"Yes, the research made use of machine learning as a tool (applied research)"
7915,"Yes, the research made use of machine learning as a tool (applied research)"
7932,"Yes, the research made use of machine learning as a tool (applied research)"
7939,"Yes, the research made use of machine learning as a tool (applied research)"
7960,"Yes, the research made use of machine learning as a tool (applied research)"
7962,"Yes, the research made use of machine learning as a tool (applied research)"
7976,"Yes, the research made use of machine learning as a tool (applied research)"
7990,"Yes, the research made use of machine learning as a tool (applied research)"
8018,"Yes, the research made use of machine learning as a tool (applied research)"
8026,"Yes, the research made use of machine learning as a tool (applied research)"
8027,"Yes, the research made use of machine learning as a tool (applied research)"
8033,"Yes, the research made use of machine learning as a tool (applied research)"
8039,"Yes, the research made use of machine learning as a tool (applied research)"
8043,"Yes, the research made use of machine learning as a tool (applied research)"
8048,"Yes, the research made use of machine learning as a tool (applied research)"
8051,"Yes, the research made use of machine learning as a tool (applied research)"
8062,"Yes, the research made use of machine learning as a tool (applied research)"
8065,"Yes, the research made use of machine learning as a tool (applied research)"
8079,"Yes, the research made use of machine learning as a tool (applied research)"
8087,"Yes, the research made use of machine learning as a tool (applied research)"
8091,"Yes, the research made use of machine learning as a tool (applied research)"
8105,"Yes, the research made use of machine learning as a tool (applied research)"
8106,"Yes, the research made use of machine learning as a tool (applied research)"
8120,"Yes, the research made use of machine learning as a tool (applied research)"
8144,"Yes, the research made use of machine learning as a tool (applied research)"
8158,"Yes, the research made use of machine learning as a tool (applied research)"
8163,"Yes, the research made use of machine learning as a tool (applied research)"
8169,"Yes, the research made use of machine learning as a tool (applied research)"
8173,"Yes, the research made use of machine learning as a tool (applied research)"
8177,"Yes, the research made use of machine learning as a tool (applied research)"
8180,"Yes, the research made use of machine learning as a tool (applied research)"
8195,"Yes, the research made use of machine learning as a tool (applied research)"
8196,"Yes, the research made use of machine learning as a tool (applied research)"
8208,"Yes, the research made use of machine learning as a tool (applied research)"
8222,"Yes, the research made use of machine learning as a tool (applied research)"
8233,"Yes, the research made use of machine learning as a tool (applied research)"
8245,"Yes, the research made use of machine learning as a tool (applied research)"
8251,"Yes, the research made use of machine learning as a tool (applied research)"
8267,"Yes, the research made use of machine learning as a tool (applied research)"
8274,"Yes, the research made use of machine learning as a tool (applied research)"
8291,"Yes, the research made use of machine learning as a tool (applied research)"
8316,"Yes, the research made use of machine learning as a tool (applied research)"
8319,"Yes, the research made use of machine learning as a tool (applied research)"
8329,"Yes, the research made use of machine learning as a tool (applied research)"
8334,"Yes, the research made use of machine learning as a tool (applied research)"
8352,"Yes, the research made use of machine learning as a tool (applied research)"
8360,"Yes, the research made use of machine learning as a tool (applied research)"
8366,"Yes, the research made use of machine learning as a tool (applied research)"
8369,"Yes, the research made use of machine learning as a tool (applied research)"
8382,"Yes, the research made use of machine learning as a tool (applied research)"
8407,"Yes, the research made use of machine learning as a tool (applied research)"
8418,"Yes, the research made use of machine learning as a tool (applied research)"
8459,"Yes, the research made use of machine learning as a tool (applied research)"
8471,"Yes, the research made use of machine learning as a tool (applied research)"
8473,"Yes, the research made use of machine learning as a tool (applied research)"
8499,"Yes, the research made use of machine learning as a tool (applied research)"
8506,"Yes, the research made use of machine learning as a tool (applied research)"
8516,"Yes, the research made use of machine learning as a tool (applied research)"
8541,"Yes, the research made use of machine learning as a tool (applied research)"
8542,"Yes, the research made use of machine learning as a tool (applied research)"
8543,"Yes, the research made use of machine learning as a tool (applied research)"
8547,"Yes, the research made use of machine learning as a tool (applied research)"
8549,"Yes, the research made use of machine learning as a tool (applied research)"
8558,"Yes, the research made use of machine learning as a tool (applied research)"
8563,"Yes, the research made use of machine learning as a tool (applied research)"
8568,"Yes, the research made use of machine learning as a tool (applied research)"
8582,"Yes, the research made use of machine learning as a tool (applied research)"
8601,"Yes, the research made use of machine learning as a tool (applied research)"
8611,"Yes, the research made use of machine learning as a tool (applied research)"
8644,"Yes, the research made use of machine learning as a tool (applied research)"
8652,"Yes, the research made use of machine learning as a tool (applied research)"
8669,"Yes, the research made use of machine learning as a tool (applied research)"
8673,"Yes, the research made use of machine learning as a tool (applied research)"
8680,"Yes, the research made use of machine learning as a tool (applied research)"
8684,"Yes, the research made use of machine learning as a tool (applied research)"
8687,"Yes, the research made use of machine learning as a tool (applied research)"
8710,"Yes, the research made use of machine learning as a tool (applied research)"
8712,"Yes, the research made use of machine learning as a tool (applied research)"
8744,"Yes, the research made use of machine learning as a tool (applied research)"
8760,"Yes, the research made use of machine learning as a tool (applied research)"
8762,"Yes, the research made use of machine learning as a tool (applied research)"
8766,"Yes, the research made use of machine learning as a tool (applied research)"
8767,"Yes, the research made use of machine learning as a tool (applied research)"
8769,"Yes, the research made use of machine learning as a tool (applied research)"
8777,"Yes, the research made use of machine learning as a tool (applied research)"
8796,"Yes, the research made use of machine learning as a tool (applied research)"
8817,"Yes, the research made use of machine learning as a tool (applied research)"
8822,"Yes, the research made use of machine learning as a tool (applied research)"
8824,"Yes, the research made use of machine learning as a tool (applied research)"
8837,"Yes, the research made use of machine learning as a tool (applied research)"
8844,"Yes, the research made use of machine learning as a tool (applied research)"
8851,"Yes, the research made use of machine learning as a tool (applied research)"
8853,"Yes, the research made use of machine learning as a tool (applied research)"
8860,"Yes, the research made use of machine learning as a tool (applied research)"
8861,"Yes, the research made use of machine learning as a tool (applied research)"
8863,"Yes, the research made use of machine learning as a tool (applied research)"
8874,"Yes, the research made use of machine learning as a tool (applied research)"
8884,"Yes, the research made use of machine learning as a tool (applied research)"
8887,"Yes, the research made use of machine learning as a tool (applied research)"
8897,"Yes, the research made use of machine learning as a tool (applied research)"
8900,"Yes, the research made use of machine learning as a tool (applied research)"
8913,"Yes, the research made use of machine learning as a tool (applied research)"
8924,"Yes, the research made use of machine learning as a tool (applied research)"
8929,"Yes, the research made use of machine learning as a tool (applied research)"
8942,"Yes, the research made use of machine learning as a tool (applied research)"
8967,"Yes, the research made use of machine learning as a tool (applied research)"
8968,"Yes, the research made use of machine learning as a tool (applied research)"
8972,"Yes, the research made use of machine learning as a tool (applied research)"
8976,"Yes, the research made use of machine learning as a tool (applied research)"
8982,"Yes, the research made use of machine learning as a tool (applied research)"
9030,"Yes, the research made use of machine learning as a tool (applied research)"
9037,"Yes, the research made use of machine learning as a tool (applied research)"
9046,"Yes, the research made use of machine learning as a tool (applied research)"
9055,"Yes, the research made use of machine learning as a tool (applied research)"
9056,"Yes, the research made use of machine learning as a tool (applied research)"
9069,"Yes, the research made use of machine learning as a tool (applied research)"
9132,"Yes, the research made use of machine learning as a tool (applied research)"
9159,"Yes, the research made use of machine learning as a tool (applied research)"
9162,"Yes, the research made use of machine learning as a tool (applied research)"
9173,"Yes, the research made use of machine learning as a tool (applied research)"
9189,"Yes, the research made use of machine learning as a tool (applied research)"
9209,"Yes, the research made use of machine learning as a tool (applied research)"
9213,"Yes, the research made use of machine learning as a tool (applied research)"
9222,"Yes, the research made use of machine learning as a tool (applied research)"
9223,"Yes, the research made use of machine learning as a tool (applied research)"
9236,"Yes, the research made use of machine learning as a tool (applied research)"
9238,"Yes, the research made use of machine learning as a tool (applied research)"
9264,"Yes, the research made use of machine learning as a tool (applied research)"
9274,"Yes, the research made use of machine learning as a tool (applied research)"
9287,"Yes, the research made use of machine learning as a tool (applied research)"
9322,"Yes, the research made use of machine learning as a tool (applied research)"
9328,"Yes, the research made use of machine learning as a tool (applied research)"
9337,"Yes, the research made use of machine learning as a tool (applied research)"
9339,"Yes, the research made use of machine learning as a tool (applied research)"
9364,"Yes, the research made use of machine learning as a tool (applied research)"
9366,"Yes, the research made use of machine learning as a tool (applied research)"
9367,"Yes, the research made use of machine learning as a tool (applied research)"
9381,"Yes, the research made use of machine learning as a tool (applied research)"
9382,"Yes, the research made use of machine learning as a tool (applied research)"
9384,"Yes, the research made use of machine learning as a tool (applied research)"
9401,"Yes, the research made use of machine learning as a tool (applied research)"
9409,"Yes, the research made use of machine learning as a tool (applied research)"
9418,"Yes, the research made use of machine learning as a tool (applied research)"
9428,"Yes, the research made use of machine learning as a tool (applied research)"
9430,"Yes, the research made use of machine learning as a tool (applied research)"
9437,"Yes, the research made use of machine learning as a tool (applied research)"
9442,"Yes, the research made use of machine learning as a tool (applied research)"
9454,"Yes, the research made use of machine learning as a tool (applied research)"
9471,"Yes, the research made use of machine learning as a tool (applied research)"
9500,"Yes, the research made use of machine learning as a tool (applied research)"
9521,"Yes, the research made use of machine learning as a tool (applied research)"
9525,"Yes, the research made use of machine learning as a tool (applied research)"
9534,"Yes, the research made use of machine learning as a tool (applied research)"
9544,"Yes, the research made use of machine learning as a tool (applied research)"
9557,"Yes, the research made use of machine learning as a tool (applied research)"
9562,"Yes, the research made use of machine learning as a tool (applied research)"
9566,"Yes, the research made use of machine learning as a tool (applied research)"
9578,"Yes, the research made use of machine learning as a tool (applied research)"
9581,"Yes, the research made use of machine learning as a tool (applied research)"
9594,"Yes, the research made use of machine learning as a tool (applied research)"
9604,"Yes, the research made use of machine learning as a tool (applied research)"
9624,"Yes, the research made use of machine learning as a tool (applied research)"
9626,"Yes, the research made use of machine learning as a tool (applied research)"
9642,"Yes, the research made use of machine learning as a tool (applied research)"
9650,"Yes, the research made use of machine learning as a tool (applied research)"
9669,"Yes, the research made use of machine learning as a tool (applied research)"
9675,"Yes, the research made use of machine learning as a tool (applied research)"
9678,"Yes, the research made use of machine learning as a tool (applied research)"
9682,"Yes, the research made use of machine learning as a tool (applied research)"
9692,"Yes, the research made use of machine learning as a tool (applied research)"
9715,"Yes, the research made use of machine learning as a tool (applied research)"
9720,"Yes, the research made use of machine learning as a tool (applied research)"
9722,"Yes, the research made use of machine learning as a tool (applied research)"
9734,"Yes, the research made use of machine learning as a tool (applied research)"
9739,"Yes, the research made use of machine learning as a tool (applied research)"
9745,"Yes, the research made use of machine learning as a tool (applied research)"
9747,"Yes, the research made use of machine learning as a tool (applied research)"
9748,"Yes, the research made use of machine learning as a tool (applied research)"
9770,"Yes, the research made use of machine learning as a tool (applied research)"
9777,"Yes, the research made use of machine learning as a tool (applied research)"
9779,"Yes, the research made use of machine learning as a tool (applied research)"
9783,"Yes, the research made use of machine learning as a tool (applied research)"
9789,"Yes, the research made use of machine learning as a tool (applied research)"
9791,"Yes, the research made use of machine learning as a tool (applied research)"
9793,"Yes, the research made use of machine learning as a tool (applied research)"
9795,"Yes, the research made use of machine learning as a tool (applied research)"
9801,"Yes, the research made use of machine learning as a tool (applied research)"
9804,"Yes, the research made use of machine learning as a tool (applied research)"
9810,"Yes, the research made use of machine learning as a tool (applied research)"
9814,"Yes, the research made use of machine learning as a tool (applied research)"
9815,"Yes, the research made use of machine learning as a tool (applied research)"
9832,"Yes, the research made use of machine learning as a tool (applied research)"
9839,"Yes, the research made use of machine learning as a tool (applied research)"
9841,"Yes, the research made use of machine learning as a tool (applied research)"
9846,"Yes, the research made use of machine learning as a tool (applied research)"
9858,"Yes, the research made use of machine learning as a tool (applied research)"
9865,"Yes, the research made use of machine learning as a tool (applied research)"
9882,"Yes, the research made use of machine learning as a tool (applied research)"
9888,"Yes, the research made use of machine learning as a tool (applied research)"
9892,"Yes, the research made use of machine learning as a tool (applied research)"
9908,"Yes, the research made use of machine learning as a tool (applied research)"
9917,"Yes, the research made use of machine learning as a tool (applied research)"
