ID,Important task
133,Build prototypes to explore applying machine learning to new areas
160,Build prototypes to explore applying machine learning to new areas
164,Build prototypes to explore applying machine learning to new areas
177,Build prototypes to explore applying machine learning to new areas
200,Build prototypes to explore applying machine learning to new areas
205,Build prototypes to explore applying machine learning to new areas
207,Build prototypes to explore applying machine learning to new areas
210,Build prototypes to explore applying machine learning to new areas
213,Build prototypes to explore applying machine learning to new areas
236,Build prototypes to explore applying machine learning to new areas
237,Build prototypes to explore applying machine learning to new areas
257,Build prototypes to explore applying machine learning to new areas
268,Build prototypes to explore applying machine learning to new areas
271,Build prototypes to explore applying machine learning to new areas
273,Build prototypes to explore applying machine learning to new areas
282,Build prototypes to explore applying machine learning to new areas
289,Build prototypes to explore applying machine learning to new areas
313,Build prototypes to explore applying machine learning to new areas
336,Build prototypes to explore applying machine learning to new areas
340,Build prototypes to explore applying machine learning to new areas
341,Build prototypes to explore applying machine learning to new areas
373,Build prototypes to explore applying machine learning to new areas
378,Build prototypes to explore applying machine learning to new areas
389,Build prototypes to explore applying machine learning to new areas
399,Build prototypes to explore applying machine learning to new areas
402,Build prototypes to explore applying machine learning to new areas
406,Build prototypes to explore applying machine learning to new areas
415,Build prototypes to explore applying machine learning to new areas
417,Build prototypes to explore applying machine learning to new areas
425,Build prototypes to explore applying machine learning to new areas
430,Build prototypes to explore applying machine learning to new areas
440,Build prototypes to explore applying machine learning to new areas
449,Build prototypes to explore applying machine learning to new areas
450,Build prototypes to explore applying machine learning to new areas
460,Build prototypes to explore applying machine learning to new areas
461,Build prototypes to explore applying machine learning to new areas
465,Build prototypes to explore applying machine learning to new areas
470,Build prototypes to explore applying machine learning to new areas
472,Build prototypes to explore applying machine learning to new areas
481,Build prototypes to explore applying machine learning to new areas
500,Build prototypes to explore applying machine learning to new areas
524,Build prototypes to explore applying machine learning to new areas
525,Build prototypes to explore applying machine learning to new areas
537,Build prototypes to explore applying machine learning to new areas
554,Build prototypes to explore applying machine learning to new areas
557,Build prototypes to explore applying machine learning to new areas
558,Build prototypes to explore applying machine learning to new areas
592,Build prototypes to explore applying machine learning to new areas
609,Build prototypes to explore applying machine learning to new areas
617,Build prototypes to explore applying machine learning to new areas
623,Build prototypes to explore applying machine learning to new areas
624,Build prototypes to explore applying machine learning to new areas
632,Build prototypes to explore applying machine learning to new areas
633,Build prototypes to explore applying machine learning to new areas
641,Build prototypes to explore applying machine learning to new areas
643,Build prototypes to explore applying machine learning to new areas
679,Build prototypes to explore applying machine learning to new areas
687,Build prototypes to explore applying machine learning to new areas
693,Build prototypes to explore applying machine learning to new areas
698,Build prototypes to explore applying machine learning to new areas
705,Build prototypes to explore applying machine learning to new areas
706,Build prototypes to explore applying machine learning to new areas
728,Build prototypes to explore applying machine learning to new areas
733,Build prototypes to explore applying machine learning to new areas
740,Build prototypes to explore applying machine learning to new areas
742,Build prototypes to explore applying machine learning to new areas
755,Build prototypes to explore applying machine learning to new areas
768,Build prototypes to explore applying machine learning to new areas
772,Build prototypes to explore applying machine learning to new areas
774,Build prototypes to explore applying machine learning to new areas
778,Build prototypes to explore applying machine learning to new areas
787,Build prototypes to explore applying machine learning to new areas
797,Build prototypes to explore applying machine learning to new areas
806,Build prototypes to explore applying machine learning to new areas
811,Build prototypes to explore applying machine learning to new areas
815,Build prototypes to explore applying machine learning to new areas
820,Build prototypes to explore applying machine learning to new areas
836,Build prototypes to explore applying machine learning to new areas
840,Build prototypes to explore applying machine learning to new areas
841,Build prototypes to explore applying machine learning to new areas
843,Build prototypes to explore applying machine learning to new areas
851,Build prototypes to explore applying machine learning to new areas
856,Build prototypes to explore applying machine learning to new areas
866,Build prototypes to explore applying machine learning to new areas
875,Build prototypes to explore applying machine learning to new areas
877,Build prototypes to explore applying machine learning to new areas
885,Build prototypes to explore applying machine learning to new areas
886,Build prototypes to explore applying machine learning to new areas
899,Build prototypes to explore applying machine learning to new areas
913,Build prototypes to explore applying machine learning to new areas
922,Build prototypes to explore applying machine learning to new areas
928,Build prototypes to explore applying machine learning to new areas
932,Build prototypes to explore applying machine learning to new areas
936,Build prototypes to explore applying machine learning to new areas
945,Build prototypes to explore applying machine learning to new areas
954,Build prototypes to explore applying machine learning to new areas
955,Build prototypes to explore applying machine learning to new areas
959,Build prototypes to explore applying machine learning to new areas
962,Build prototypes to explore applying machine learning to new areas
963,Build prototypes to explore applying machine learning to new areas
975,Build prototypes to explore applying machine learning to new areas
986,Build prototypes to explore applying machine learning to new areas
993,Build prototypes to explore applying machine learning to new areas
998,Build prototypes to explore applying machine learning to new areas
1014,Build prototypes to explore applying machine learning to new areas
1016,Build prototypes to explore applying machine learning to new areas
1019,Build prototypes to explore applying machine learning to new areas
1022,Build prototypes to explore applying machine learning to new areas
1026,Build prototypes to explore applying machine learning to new areas
1045,Build prototypes to explore applying machine learning to new areas
1060,Build prototypes to explore applying machine learning to new areas
1080,Build prototypes to explore applying machine learning to new areas
1090,Build prototypes to explore applying machine learning to new areas
1122,Build prototypes to explore applying machine learning to new areas
1127,Build prototypes to explore applying machine learning to new areas
1136,Build prototypes to explore applying machine learning to new areas
1138,Build prototypes to explore applying machine learning to new areas
1149,Build prototypes to explore applying machine learning to new areas
1171,Build prototypes to explore applying machine learning to new areas
1176,Build prototypes to explore applying machine learning to new areas
1188,Build prototypes to explore applying machine learning to new areas
1236,Build prototypes to explore applying machine learning to new areas
1259,Build prototypes to explore applying machine learning to new areas
1267,Build prototypes to explore applying machine learning to new areas
1271,Build prototypes to explore applying machine learning to new areas
1277,Build prototypes to explore applying machine learning to new areas
1279,Build prototypes to explore applying machine learning to new areas
1281,Build prototypes to explore applying machine learning to new areas
1289,Build prototypes to explore applying machine learning to new areas
1305,Build prototypes to explore applying machine learning to new areas
1312,Build prototypes to explore applying machine learning to new areas
1321,Build prototypes to explore applying machine learning to new areas
1328,Build prototypes to explore applying machine learning to new areas
1332,Build prototypes to explore applying machine learning to new areas
1333,Build prototypes to explore applying machine learning to new areas
1334,Build prototypes to explore applying machine learning to new areas
1336,Build prototypes to explore applying machine learning to new areas
1338,Build prototypes to explore applying machine learning to new areas
1339,Build prototypes to explore applying machine learning to new areas
1354,Build prototypes to explore applying machine learning to new areas
1374,Build prototypes to explore applying machine learning to new areas
1384,Build prototypes to explore applying machine learning to new areas
1392,Build prototypes to explore applying machine learning to new areas
1395,Build prototypes to explore applying machine learning to new areas
1422,Build prototypes to explore applying machine learning to new areas
1429,Build prototypes to explore applying machine learning to new areas
1446,Build prototypes to explore applying machine learning to new areas
1461,Build prototypes to explore applying machine learning to new areas
1470,Build prototypes to explore applying machine learning to new areas
1499,Build prototypes to explore applying machine learning to new areas
1504,Build prototypes to explore applying machine learning to new areas
1505,Build prototypes to explore applying machine learning to new areas
1517,Build prototypes to explore applying machine learning to new areas
1521,Build prototypes to explore applying machine learning to new areas
1548,Build prototypes to explore applying machine learning to new areas
1552,Build prototypes to explore applying machine learning to new areas
1556,Build prototypes to explore applying machine learning to new areas
1559,Build prototypes to explore applying machine learning to new areas
1565,Build prototypes to explore applying machine learning to new areas
1573,Build prototypes to explore applying machine learning to new areas
1576,Build prototypes to explore applying machine learning to new areas
1583,Build prototypes to explore applying machine learning to new areas
1585,Build prototypes to explore applying machine learning to new areas
1595,Build prototypes to explore applying machine learning to new areas
1602,Build prototypes to explore applying machine learning to new areas
1609,Build prototypes to explore applying machine learning to new areas
1613,Build prototypes to explore applying machine learning to new areas
1618,Build prototypes to explore applying machine learning to new areas
1621,Build prototypes to explore applying machine learning to new areas
1626,Build prototypes to explore applying machine learning to new areas
1628,Build prototypes to explore applying machine learning to new areas
1639,Build prototypes to explore applying machine learning to new areas
1650,Build prototypes to explore applying machine learning to new areas
1654,Build prototypes to explore applying machine learning to new areas
1669,Build prototypes to explore applying machine learning to new areas
1677,Build prototypes to explore applying machine learning to new areas
1688,Build prototypes to explore applying machine learning to new areas
1696,Build prototypes to explore applying machine learning to new areas
1697,Build prototypes to explore applying machine learning to new areas
1735,Build prototypes to explore applying machine learning to new areas
1736,Build prototypes to explore applying machine learning to new areas
1746,Build prototypes to explore applying machine learning to new areas
1750,Build prototypes to explore applying machine learning to new areas
1753,Build prototypes to explore applying machine learning to new areas
1764,Build prototypes to explore applying machine learning to new areas
1772,Build prototypes to explore applying machine learning to new areas
1774,Build prototypes to explore applying machine learning to new areas
1777,Build prototypes to explore applying machine learning to new areas
1802,Build prototypes to explore applying machine learning to new areas
1806,Build prototypes to explore applying machine learning to new areas
1810,Build prototypes to explore applying machine learning to new areas
1813,Build prototypes to explore applying machine learning to new areas
1814,Build prototypes to explore applying machine learning to new areas
1815,Build prototypes to explore applying machine learning to new areas
1818,Build prototypes to explore applying machine learning to new areas
1820,Build prototypes to explore applying machine learning to new areas
1824,Build prototypes to explore applying machine learning to new areas
1832,Build prototypes to explore applying machine learning to new areas
1837,Build prototypes to explore applying machine learning to new areas
1844,Build prototypes to explore applying machine learning to new areas
1850,Build prototypes to explore applying machine learning to new areas
1864,Build prototypes to explore applying machine learning to new areas
1867,Build prototypes to explore applying machine learning to new areas
1874,Build prototypes to explore applying machine learning to new areas
1885,Build prototypes to explore applying machine learning to new areas
1890,Build prototypes to explore applying machine learning to new areas
1901,Build prototypes to explore applying machine learning to new areas
1917,Build prototypes to explore applying machine learning to new areas
1921,Build prototypes to explore applying machine learning to new areas
1923,Build prototypes to explore applying machine learning to new areas
1945,Build prototypes to explore applying machine learning to new areas
1973,Build prototypes to explore applying machine learning to new areas
1978,Build prototypes to explore applying machine learning to new areas
1985,Build prototypes to explore applying machine learning to new areas
1992,Build prototypes to explore applying machine learning to new areas
2015,Build prototypes to explore applying machine learning to new areas
2021,Build prototypes to explore applying machine learning to new areas
2029,Build prototypes to explore applying machine learning to new areas
2035,Build prototypes to explore applying machine learning to new areas
2044,Build prototypes to explore applying machine learning to new areas
2046,Build prototypes to explore applying machine learning to new areas
2054,Build prototypes to explore applying machine learning to new areas
2056,Build prototypes to explore applying machine learning to new areas
2057,Build prototypes to explore applying machine learning to new areas
2076,Build prototypes to explore applying machine learning to new areas
2099,Build prototypes to explore applying machine learning to new areas
2108,Build prototypes to explore applying machine learning to new areas
2111,Build prototypes to explore applying machine learning to new areas
2112,Build prototypes to explore applying machine learning to new areas
2115,Build prototypes to explore applying machine learning to new areas
2130,Build prototypes to explore applying machine learning to new areas
2143,Build prototypes to explore applying machine learning to new areas
2157,Build prototypes to explore applying machine learning to new areas
2159,Build prototypes to explore applying machine learning to new areas
2169,Build prototypes to explore applying machine learning to new areas
2170,Build prototypes to explore applying machine learning to new areas
2176,Build prototypes to explore applying machine learning to new areas
2185,Build prototypes to explore applying machine learning to new areas
2205,Build prototypes to explore applying machine learning to new areas
2218,Build prototypes to explore applying machine learning to new areas
2250,Build prototypes to explore applying machine learning to new areas
2258,Build prototypes to explore applying machine learning to new areas
2261,Build prototypes to explore applying machine learning to new areas
2265,Build prototypes to explore applying machine learning to new areas
2281,Build prototypes to explore applying machine learning to new areas
2284,Build prototypes to explore applying machine learning to new areas
2312,Build prototypes to explore applying machine learning to new areas
2314,Build prototypes to explore applying machine learning to new areas
2318,Build prototypes to explore applying machine learning to new areas
2330,Build prototypes to explore applying machine learning to new areas
2331,Build prototypes to explore applying machine learning to new areas
2334,Build prototypes to explore applying machine learning to new areas
2338,Build prototypes to explore applying machine learning to new areas
2346,Build prototypes to explore applying machine learning to new areas
2347,Build prototypes to explore applying machine learning to new areas
2351,Build prototypes to explore applying machine learning to new areas
2354,Build prototypes to explore applying machine learning to new areas
2356,Build prototypes to explore applying machine learning to new areas
2371,Build prototypes to explore applying machine learning to new areas
2372,Build prototypes to explore applying machine learning to new areas
2381,Build prototypes to explore applying machine learning to new areas
2388,Build prototypes to explore applying machine learning to new areas
2395,Build prototypes to explore applying machine learning to new areas
2431,Build prototypes to explore applying machine learning to new areas
2435,Build prototypes to explore applying machine learning to new areas
2441,Build prototypes to explore applying machine learning to new areas
2448,Build prototypes to explore applying machine learning to new areas
2454,Build prototypes to explore applying machine learning to new areas
2458,Build prototypes to explore applying machine learning to new areas
2462,Build prototypes to explore applying machine learning to new areas
2465,Build prototypes to explore applying machine learning to new areas
2482,Build prototypes to explore applying machine learning to new areas
2496,Build prototypes to explore applying machine learning to new areas
2524,Build prototypes to explore applying machine learning to new areas
2527,Build prototypes to explore applying machine learning to new areas
2529,Build prototypes to explore applying machine learning to new areas
2530,Build prototypes to explore applying machine learning to new areas
2538,Build prototypes to explore applying machine learning to new areas
2564,Build prototypes to explore applying machine learning to new areas
2566,Build prototypes to explore applying machine learning to new areas
2574,Build prototypes to explore applying machine learning to new areas
2575,Build prototypes to explore applying machine learning to new areas
2578,Build prototypes to explore applying machine learning to new areas
2587,Build prototypes to explore applying machine learning to new areas
2588,Build prototypes to explore applying machine learning to new areas
2597,Build prototypes to explore applying machine learning to new areas
2598,Build prototypes to explore applying machine learning to new areas
2605,Build prototypes to explore applying machine learning to new areas
2610,Build prototypes to explore applying machine learning to new areas
2630,Build prototypes to explore applying machine learning to new areas
2631,Build prototypes to explore applying machine learning to new areas
2632,Build prototypes to explore applying machine learning to new areas
2642,Build prototypes to explore applying machine learning to new areas
2646,Build prototypes to explore applying machine learning to new areas
2647,Build prototypes to explore applying machine learning to new areas
2650,Build prototypes to explore applying machine learning to new areas
2661,Build prototypes to explore applying machine learning to new areas
2668,Build prototypes to explore applying machine learning to new areas
2689,Build prototypes to explore applying machine learning to new areas
2705,Build prototypes to explore applying machine learning to new areas
2712,Build prototypes to explore applying machine learning to new areas
2713,Build prototypes to explore applying machine learning to new areas
2717,Build prototypes to explore applying machine learning to new areas
2749,Build prototypes to explore applying machine learning to new areas
2753,Build prototypes to explore applying machine learning to new areas
2757,Build prototypes to explore applying machine learning to new areas
2773,Build prototypes to explore applying machine learning to new areas
2788,Build prototypes to explore applying machine learning to new areas
2805,Build prototypes to explore applying machine learning to new areas
2809,Build prototypes to explore applying machine learning to new areas
2810,Build prototypes to explore applying machine learning to new areas
2817,Build prototypes to explore applying machine learning to new areas
2818,Build prototypes to explore applying machine learning to new areas
2820,Build prototypes to explore applying machine learning to new areas
2828,Build prototypes to explore applying machine learning to new areas
2836,Build prototypes to explore applying machine learning to new areas
2838,Build prototypes to explore applying machine learning to new areas
2862,Build prototypes to explore applying machine learning to new areas
2865,Build prototypes to explore applying machine learning to new areas
2890,Build prototypes to explore applying machine learning to new areas
2891,Build prototypes to explore applying machine learning to new areas
2894,Build prototypes to explore applying machine learning to new areas
2939,Build prototypes to explore applying machine learning to new areas
2952,Build prototypes to explore applying machine learning to new areas
2958,Build prototypes to explore applying machine learning to new areas
2963,Build prototypes to explore applying machine learning to new areas
2965,Build prototypes to explore applying machine learning to new areas
2970,Build prototypes to explore applying machine learning to new areas
2997,Build prototypes to explore applying machine learning to new areas
3000,Build prototypes to explore applying machine learning to new areas
3007,Build prototypes to explore applying machine learning to new areas
3038,Build prototypes to explore applying machine learning to new areas
3076,Build prototypes to explore applying machine learning to new areas
3080,Build prototypes to explore applying machine learning to new areas
3097,Build prototypes to explore applying machine learning to new areas
3099,Build prototypes to explore applying machine learning to new areas
3106,Build prototypes to explore applying machine learning to new areas
3117,Build prototypes to explore applying machine learning to new areas
3120,Build prototypes to explore applying machine learning to new areas
3135,Build prototypes to explore applying machine learning to new areas
3145,Build prototypes to explore applying machine learning to new areas
3152,Build prototypes to explore applying machine learning to new areas
3161,Build prototypes to explore applying machine learning to new areas
3170,Build prototypes to explore applying machine learning to new areas
3174,Build prototypes to explore applying machine learning to new areas
3182,Build prototypes to explore applying machine learning to new areas
3185,Build prototypes to explore applying machine learning to new areas
3186,Build prototypes to explore applying machine learning to new areas
3187,Build prototypes to explore applying machine learning to new areas
3196,Build prototypes to explore applying machine learning to new areas
3209,Build prototypes to explore applying machine learning to new areas
3223,Build prototypes to explore applying machine learning to new areas
3224,Build prototypes to explore applying machine learning to new areas
3233,Build prototypes to explore applying machine learning to new areas
3235,Build prototypes to explore applying machine learning to new areas
3241,Build prototypes to explore applying machine learning to new areas
3244,Build prototypes to explore applying machine learning to new areas
3246,Build prototypes to explore applying machine learning to new areas
3262,Build prototypes to explore applying machine learning to new areas
3265,Build prototypes to explore applying machine learning to new areas
3285,Build prototypes to explore applying machine learning to new areas
3286,Build prototypes to explore applying machine learning to new areas
3287,Build prototypes to explore applying machine learning to new areas
3294,Build prototypes to explore applying machine learning to new areas
3302,Build prototypes to explore applying machine learning to new areas
3309,Build prototypes to explore applying machine learning to new areas
3312,Build prototypes to explore applying machine learning to new areas
3318,Build prototypes to explore applying machine learning to new areas
3326,Build prototypes to explore applying machine learning to new areas
3338,Build prototypes to explore applying machine learning to new areas
3340,Build prototypes to explore applying machine learning to new areas
3342,Build prototypes to explore applying machine learning to new areas
3354,Build prototypes to explore applying machine learning to new areas
3363,Build prototypes to explore applying machine learning to new areas
3365,Build prototypes to explore applying machine learning to new areas
3370,Build prototypes to explore applying machine learning to new areas
3371,Build prototypes to explore applying machine learning to new areas
3375,Build prototypes to explore applying machine learning to new areas
3377,Build prototypes to explore applying machine learning to new areas
3379,Build prototypes to explore applying machine learning to new areas
3384,Build prototypes to explore applying machine learning to new areas
3397,Build prototypes to explore applying machine learning to new areas
3399,Build prototypes to explore applying machine learning to new areas
3408,Build prototypes to explore applying machine learning to new areas
3415,Build prototypes to explore applying machine learning to new areas
3423,Build prototypes to explore applying machine learning to new areas
3424,Build prototypes to explore applying machine learning to new areas
3459,Build prototypes to explore applying machine learning to new areas
3465,Build prototypes to explore applying machine learning to new areas
3469,Build prototypes to explore applying machine learning to new areas
3489,Build prototypes to explore applying machine learning to new areas
3511,Build prototypes to explore applying machine learning to new areas
3513,Build prototypes to explore applying machine learning to new areas
3519,Build prototypes to explore applying machine learning to new areas
3520,Build prototypes to explore applying machine learning to new areas
3521,Build prototypes to explore applying machine learning to new areas
3532,Build prototypes to explore applying machine learning to new areas
3540,Build prototypes to explore applying machine learning to new areas
3562,Build prototypes to explore applying machine learning to new areas
3569,Build prototypes to explore applying machine learning to new areas
3572,Build prototypes to explore applying machine learning to new areas
3576,Build prototypes to explore applying machine learning to new areas
3583,Build prototypes to explore applying machine learning to new areas
3586,Build prototypes to explore applying machine learning to new areas
3595,Build prototypes to explore applying machine learning to new areas
3603,Build prototypes to explore applying machine learning to new areas
3609,Build prototypes to explore applying machine learning to new areas
3617,Build prototypes to explore applying machine learning to new areas
3622,Build prototypes to explore applying machine learning to new areas
3632,Build prototypes to explore applying machine learning to new areas
3639,Build prototypes to explore applying machine learning to new areas
3642,Build prototypes to explore applying machine learning to new areas
3644,Build prototypes to explore applying machine learning to new areas
3645,Build prototypes to explore applying machine learning to new areas
3650,Build prototypes to explore applying machine learning to new areas
3668,Build prototypes to explore applying machine learning to new areas
3675,Build prototypes to explore applying machine learning to new areas
3682,Build prototypes to explore applying machine learning to new areas
3701,Build prototypes to explore applying machine learning to new areas
3704,Build prototypes to explore applying machine learning to new areas
3712,Build prototypes to explore applying machine learning to new areas
3716,Build prototypes to explore applying machine learning to new areas
3721,Build prototypes to explore applying machine learning to new areas
3724,Build prototypes to explore applying machine learning to new areas
3725,Build prototypes to explore applying machine learning to new areas
3727,Build prototypes to explore applying machine learning to new areas
3739,Build prototypes to explore applying machine learning to new areas
3744,Build prototypes to explore applying machine learning to new areas
3751,Build prototypes to explore applying machine learning to new areas
3752,Build prototypes to explore applying machine learning to new areas
3766,Build prototypes to explore applying machine learning to new areas
3773,Build prototypes to explore applying machine learning to new areas
3775,Build prototypes to explore applying machine learning to new areas
3779,Build prototypes to explore applying machine learning to new areas
3801,Build prototypes to explore applying machine learning to new areas
3804,Build prototypes to explore applying machine learning to new areas
3807,Build prototypes to explore applying machine learning to new areas
3810,Build prototypes to explore applying machine learning to new areas
3824,Build prototypes to explore applying machine learning to new areas
3826,Build prototypes to explore applying machine learning to new areas
3829,Build prototypes to explore applying machine learning to new areas
3831,Build prototypes to explore applying machine learning to new areas
3836,Build prototypes to explore applying machine learning to new areas
3837,Build prototypes to explore applying machine learning to new areas
3840,Build prototypes to explore applying machine learning to new areas
3855,Build prototypes to explore applying machine learning to new areas
3863,Build prototypes to explore applying machine learning to new areas
3883,Build prototypes to explore applying machine learning to new areas
3887,Build prototypes to explore applying machine learning to new areas
3889,Build prototypes to explore applying machine learning to new areas
3898,Build prototypes to explore applying machine learning to new areas
3924,Build prototypes to explore applying machine learning to new areas
3936,Build prototypes to explore applying machine learning to new areas
3941,Build prototypes to explore applying machine learning to new areas
3949,Build prototypes to explore applying machine learning to new areas
3957,Build prototypes to explore applying machine learning to new areas
3964,Build prototypes to explore applying machine learning to new areas
3966,Build prototypes to explore applying machine learning to new areas
3971,Build prototypes to explore applying machine learning to new areas
3974,Build prototypes to explore applying machine learning to new areas
3984,Build prototypes to explore applying machine learning to new areas
3991,Build prototypes to explore applying machine learning to new areas
3993,Build prototypes to explore applying machine learning to new areas
3996,Build prototypes to explore applying machine learning to new areas
4009,Build prototypes to explore applying machine learning to new areas
4013,Build prototypes to explore applying machine learning to new areas
4020,Build prototypes to explore applying machine learning to new areas
4025,Build prototypes to explore applying machine learning to new areas
4042,Build prototypes to explore applying machine learning to new areas
4046,Build prototypes to explore applying machine learning to new areas
4054,Build prototypes to explore applying machine learning to new areas
4059,Build prototypes to explore applying machine learning to new areas
4063,Build prototypes to explore applying machine learning to new areas
4065,Build prototypes to explore applying machine learning to new areas
4073,Build prototypes to explore applying machine learning to new areas
4077,Build prototypes to explore applying machine learning to new areas
4095,Build prototypes to explore applying machine learning to new areas
4096,Build prototypes to explore applying machine learning to new areas
4097,Build prototypes to explore applying machine learning to new areas
4109,Build prototypes to explore applying machine learning to new areas
4119,Build prototypes to explore applying machine learning to new areas
4123,Build prototypes to explore applying machine learning to new areas
4130,Build prototypes to explore applying machine learning to new areas
4141,Build prototypes to explore applying machine learning to new areas
4151,Build prototypes to explore applying machine learning to new areas
4156,Build prototypes to explore applying machine learning to new areas
4158,Build prototypes to explore applying machine learning to new areas
4165,Build prototypes to explore applying machine learning to new areas
4167,Build prototypes to explore applying machine learning to new areas
4170,Build prototypes to explore applying machine learning to new areas
4174,Build prototypes to explore applying machine learning to new areas
4183,Build prototypes to explore applying machine learning to new areas
4226,Build prototypes to explore applying machine learning to new areas
4232,Build prototypes to explore applying machine learning to new areas
4239,Build prototypes to explore applying machine learning to new areas
4251,Build prototypes to explore applying machine learning to new areas
4259,Build prototypes to explore applying machine learning to new areas
4261,Build prototypes to explore applying machine learning to new areas
4278,Build prototypes to explore applying machine learning to new areas
4289,Build prototypes to explore applying machine learning to new areas
4292,Build prototypes to explore applying machine learning to new areas
4295,Build prototypes to explore applying machine learning to new areas
4298,Build prototypes to explore applying machine learning to new areas
4304,Build prototypes to explore applying machine learning to new areas
4308,Build prototypes to explore applying machine learning to new areas
4310,Build prototypes to explore applying machine learning to new areas
4315,Build prototypes to explore applying machine learning to new areas
4318,Build prototypes to explore applying machine learning to new areas
4319,Build prototypes to explore applying machine learning to new areas
4320,Build prototypes to explore applying machine learning to new areas
4322,Build prototypes to explore applying machine learning to new areas
4325,Build prototypes to explore applying machine learning to new areas
4327,Build prototypes to explore applying machine learning to new areas
4332,Build prototypes to explore applying machine learning to new areas
4349,Build prototypes to explore applying machine learning to new areas
4360,Build prototypes to explore applying machine learning to new areas
4363,Build prototypes to explore applying machine learning to new areas
4372,Build prototypes to explore applying machine learning to new areas
4373,Build prototypes to explore applying machine learning to new areas
4385,Build prototypes to explore applying machine learning to new areas
4390,Build prototypes to explore applying machine learning to new areas
4406,Build prototypes to explore applying machine learning to new areas
4409,Build prototypes to explore applying machine learning to new areas
4419,Build prototypes to explore applying machine learning to new areas
4420,Build prototypes to explore applying machine learning to new areas
4429,Build prototypes to explore applying machine learning to new areas
4431,Build prototypes to explore applying machine learning to new areas
4436,Build prototypes to explore applying machine learning to new areas
4439,Build prototypes to explore applying machine learning to new areas
4440,Build prototypes to explore applying machine learning to new areas
4443,Build prototypes to explore applying machine learning to new areas
4466,Build prototypes to explore applying machine learning to new areas
4471,Build prototypes to explore applying machine learning to new areas
4474,Build prototypes to explore applying machine learning to new areas
4477,Build prototypes to explore applying machine learning to new areas
4498,Build prototypes to explore applying machine learning to new areas
4504,Build prototypes to explore applying machine learning to new areas
4506,Build prototypes to explore applying machine learning to new areas
4524,Build prototypes to explore applying machine learning to new areas
4529,Build prototypes to explore applying machine learning to new areas
4532,Build prototypes to explore applying machine learning to new areas
4545,Build prototypes to explore applying machine learning to new areas
4546,Build prototypes to explore applying machine learning to new areas
4551,Build prototypes to explore applying machine learning to new areas
4552,Build prototypes to explore applying machine learning to new areas
4577,Build prototypes to explore applying machine learning to new areas
4587,Build prototypes to explore applying machine learning to new areas
4588,Build prototypes to explore applying machine learning to new areas
4590,Build prototypes to explore applying machine learning to new areas
4599,Build prototypes to explore applying machine learning to new areas
4606,Build prototypes to explore applying machine learning to new areas
4612,Build prototypes to explore applying machine learning to new areas
4614,Build prototypes to explore applying machine learning to new areas
4622,Build prototypes to explore applying machine learning to new areas
4623,Build prototypes to explore applying machine learning to new areas
4627,Build prototypes to explore applying machine learning to new areas
4643,Build prototypes to explore applying machine learning to new areas
4647,Build prototypes to explore applying machine learning to new areas
4652,Build prototypes to explore applying machine learning to new areas
4665,Build prototypes to explore applying machine learning to new areas
4683,Build prototypes to explore applying machine learning to new areas
4688,Build prototypes to explore applying machine learning to new areas
4689,Build prototypes to explore applying machine learning to new areas
4703,Build prototypes to explore applying machine learning to new areas
4723,Build prototypes to explore applying machine learning to new areas
4740,Build prototypes to explore applying machine learning to new areas
4746,Build prototypes to explore applying machine learning to new areas
4747,Build prototypes to explore applying machine learning to new areas
4751,Build prototypes to explore applying machine learning to new areas
4754,Build prototypes to explore applying machine learning to new areas
4755,Build prototypes to explore applying machine learning to new areas
4760,Build prototypes to explore applying machine learning to new areas
4771,Build prototypes to explore applying machine learning to new areas
4774,Build prototypes to explore applying machine learning to new areas
4786,Build prototypes to explore applying machine learning to new areas
4794,Build prototypes to explore applying machine learning to new areas
4821,Build prototypes to explore applying machine learning to new areas
4829,Build prototypes to explore applying machine learning to new areas
4842,Build prototypes to explore applying machine learning to new areas
4849,Build prototypes to explore applying machine learning to new areas
4868,Build prototypes to explore applying machine learning to new areas
4875,Build prototypes to explore applying machine learning to new areas
4884,Build prototypes to explore applying machine learning to new areas
4903,Build prototypes to explore applying machine learning to new areas
4913,Build prototypes to explore applying machine learning to new areas
4915,Build prototypes to explore applying machine learning to new areas
4928,Build prototypes to explore applying machine learning to new areas
4932,Build prototypes to explore applying machine learning to new areas
4934,Build prototypes to explore applying machine learning to new areas
4937,Build prototypes to explore applying machine learning to new areas
4939,Build prototypes to explore applying machine learning to new areas
4940,Build prototypes to explore applying machine learning to new areas
4942,Build prototypes to explore applying machine learning to new areas
4945,Build prototypes to explore applying machine learning to new areas
4977,Build prototypes to explore applying machine learning to new areas
4979,Build prototypes to explore applying machine learning to new areas
4981,Build prototypes to explore applying machine learning to new areas
4984,Build prototypes to explore applying machine learning to new areas
4997,Build prototypes to explore applying machine learning to new areas
5007,Build prototypes to explore applying machine learning to new areas
5013,Build prototypes to explore applying machine learning to new areas
5015,Build prototypes to explore applying machine learning to new areas
5022,Build prototypes to explore applying machine learning to new areas
5024,Build prototypes to explore applying machine learning to new areas
5032,Build prototypes to explore applying machine learning to new areas
5037,Build prototypes to explore applying machine learning to new areas
5052,Build prototypes to explore applying machine learning to new areas
5056,Build prototypes to explore applying machine learning to new areas
5065,Build prototypes to explore applying machine learning to new areas
5082,Build prototypes to explore applying machine learning to new areas
5094,Build prototypes to explore applying machine learning to new areas
5100,Build prototypes to explore applying machine learning to new areas
